,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index_0,Index_1,Index_2
770,1,114,390250000.0,0,268510.0,-1.4969999999999999,1.5153,3.2,2,1996.0,4,0,0,0,0,1,0
771,1,84,2870000000.0,1,2670000.0,-4.737,-0.0625,4.4,5,1996.0,4,1,1,0,0,0,1
772,1,61,8080000000.0,0,206350.0,0.405,0.1072,3.8,1,2004.0,5,1,1,0,0,1,0
773,1,43,1180000000.0,1,54510.0,-0.317,0.1864,3.4,2,1982.0,5,0,0,0,0,1,0
774,0,35,656520000.0,1,235290.0,0.615,0.0,1.5,6,1996.0,1,0,1,0,0,0,1
775,1,1,97380000.0,0,22140.0,-0.395,0.3333,3.9,2,1996.0,4,0,0,0,0,1,0
776,1,29,1610000000.0,0,136840.0,0.9009999999999999,0.10470000000000002,3.0,2,2005.0,10,0,0,0,0,0,1
777,1,35,231420000.0,1,956530.0,5.103000000000001,-0.294,5.0,0,2012.0,11,1,1,0,0,1,0
778,0,39,218050000.0,1,70520.0,2.271,22.384600000000002,3.2,2,2011.0,4,0,0,0,0,0,1
779,1,84,6130000000.0,1,8730000.0,-0.693,-0.0092,2.8,5,1996.0,0,0,0,1,0,0,1
780,1,17,349940000.0,1,270330.0,-2.8710000000000004,0.035,4.0,0,2014.0,4,1,1,0,0,1,0
781,1,116,6420000000.0,1,377600.0,-8.75,0.48560000000000003,4.4,4,1966.0,0,1,1,0,0,1,0
782,1,118,1640000000.0,1,530750.0,0.8029999999999999,0.0886,3.0,2,1947.0,4,0,0,0,0,1,0
783,1,121,47400000000.0,0,9640000.0,5.195,-0.43100000000000005,4.4,5,2012.0,4,1,1,0,0,1,0
784,1,15,3780000000.0,0,31240.0,0.32299999999999995,0.050199999999999995,3.3,1,1902.0,5,0,0,0,0,1,0
785,1,101,9560000000.0,1,1970000.0,-0.547,0.2754,3.2,1,1903.0,0,0,1,0,0,0,1
786,1,38,779370000.0,0,249430.0,2.121,0.43310000000000004,3.4,3,2002.0,4,0,0,0,0,1,0
787,1,6,6400000000.0,0,405290.0,-0.67,0.16890000000000002,4.0,4,1938.0,5,1,1,0,0,1,0
788,1,26,4030000000.0000005,1,2660000.0,0.36200000000000004,0.1955,3.7,1,1965.0,7,0,1,0,0,1,0
789,1,121,5590000000.0,1,1250000.0,0.304,0.5710000000000001,4.0,2,2012.0,10,0,1,0,0,0,1
790,1,84,77890000000.0,0,8950000.0,-1.392,0.0702,4.0,1,1996.0,3,0,0,1,0,0,1
791,1,103,5900000000.0,0,355230.0,-0.049,0.09380000000000001,3.8,3,2001.0,4,0,1,0,0,0,1
792,1,50,1970000000.0,0,477630.0,0.11,0.13570000000000002,3.2,4,1888.0,3,0,0,0,0,1,0
793,1,98,90600000.0,1,279080.0,0.96,1.226,3.4,2,1996.0,4,1,1,0,0,0,1
794,1,17,2620000000.0,1,538060.0,0.111,0.2516,3.7,6,1996.0,9,0,1,0,0,1,0
795,1,59,6180000000.0,0,6990000.0,0.721,1.4000000000000001,3.1,1,1904.0,3,0,0,0,0,0,1
796,1,121,17240000000.0,0,1290000.0,-0.807,3.44,4.3,2,2006.0,4,1,1,0,0,1,0
797,1,39,5640000000.0,1,1470000.0,-0.43,0.0,3.9,5,2012.0,4,0,1,0,0,0,1
798,1,22,1030000000.0,0,728990.0,-0.203,-0.3088,4.4,5,1918.0,4,1,1,0,0,1,0
799,0,107,10120000000.0,0,3900000.0,0.158,0.11199999999999999,2.9,1,1881.0,7,0,0,0,0,0,1
800,0,3,3260000000.0,0,363020.0,-3.4560000000000004,2.395,4.3,2,1996.0,4,1,1,0,0,0,1
801,0,19,681220000.0,1,18190.0,-0.562,0.059800000000000006,4.2,2,1996.0,4,1,1,0,0,0,1
802,0,71,67319999999.99999,0,4930000.0,0.263,0.0,4.0,4,2010.0,4,1,1,0,0,0,1
803,0,6,7540000000.0,1,1920000.0,0.721,0.2208,3.5,4,1981.0,5,0,1,0,0,0,1
804,1,124,30090000000.0,0,1020000.0,0.19,0.0947,3.4,4,1982.0,0,0,1,1,0,1,0
805,1,11,480310000.0,0,113480.0,-5.032,2.235,3.6,1,1960.0,5,0,1,0,0,0,1
806,1,41,104910000.0,1,797130.0,2.4080000000000004,0.0,3.6,6,1984.0,2,1,1,0,0,1,0
807,1,56,489230000.0,1,67870.0,-0.312,0.1474,2.7,2,1978.0,4,0,0,0,0,1,0
808,1,33,105370000.0,1,19270.0,3.02,-0.37479999999999997,3.8,5,1991.0,4,1,1,0,0,1,0
809,1,104,12930000000.0,1,741250.0,-0.44,0.22010000000000002,4.7,2,1982.0,10,1,1,0,0,0,1
810,1,87,26760000000.0,1,229270.0,-0.022000000000000002,0.3129,3.7,5,1996.0,0,0,0,0,1,0,0
811,1,126,5020000000.0,0,259360.0,0.399,0.1895,3.3,1,1855.0,5,0,0,0,0,0,1
812,1,30,633610000.0,0,47340.0,0.212,0.06730000000000001,3.9,6,1986.0,4,0,1,0,0,1,0
813,1,17,248850000.0,0,3100000.0,-0.27399999999999997,0.106,3.6,6,2014.0,1,0,1,0,0,1,0
814,1,27,8570000000.0,0,855930.0,2.9419999999999997,0.1268,4.0,5,1962.0,4,1,1,0,0,1,0
815,1,68,474130000.0,0,5470.0,1.295,0.0746,3.4,4,1941.0,0,0,1,0,0,0,1
816,1,119,10690000000.0,1,1460000.0,-2.177,0.233,3.4,4,1987.0,0,0,1,0,0,1,0
817,0,144,54230000.0,1,129370.0,1.2819999999999998,0.0,5.0,0,2001.0,9,1,1,0,0,1,0
818,0,19,38300000000.0,1,504240.0,-0.29600000000000004,0.0848,3.7,1,1970.0,3,0,1,0,0,0,1
819,1,7,4410000000.0,1,687660.0,-0.5720000000000001,0.0625,3.7,1,1865.0,5,0,1,0,0,0,1
820,1,17,1090000000.0,1,3460000.0,0.36600000000000005,-0.067,4.4,0,2000.0,2,1,1,0,0,1,0
821,1,84,1350000000.0,0,2440000.0,-1.98,0.0707,4.5,6,1996.0,4,1,1,0,0,0,1
822,1,35,17910000000.0,1,615160.0,0.419,0.15230000000000002,3.5,1,1947.0,5,0,1,1,0,0,1
823,1,17,288750000.0,0,455730.0,0.5720000000000001,-0.17600000000000002,4.0,0,1996.0,11,1,1,0,0,1,0
824,1,9,897870000.0,0,48770.0,0.098,0.0296,3.8,2,1981.0,10,0,1,0,0,1,0
825,1,121,4099999999.9999995,1,434430.0,-1.206,0.17010000000000003,3.8,2,2019.0,4,0,1,0,0,1,0
826,0,26,312680000.0,1,916460.0,-6.215,0.0,3.8,2,1996.0,4,1,1,0,0,1,0
827,1,17,815760000.0,1,155850.0,-0.162,-0.147,5.0,6,2008.0,4,1,1,0,0,1,0
828,1,51,6560000000.0,1,1620000.0,1.7409999999999999,0.12810000000000002,3.6,2,2002.0,0,0,1,0,0,1,0
829,1,81,1930000000.0,0,352230.0,-0.993,0.794,2.8,2,1889.0,5,0,0,0,0,0,1
830,1,27,2850000000.0,0,2670000.0,0.131,0.10869999999999999,3.3,5,1994.0,10,0,1,0,0,1,0
831,1,70,38490000.0,1,725260.0,-0.9390000000000001,0.0,2.9,0,1996.0,4,0,1,0,0,1,0
832,0,0,2310000000.0,1,694210.0,-0.162,0.0282,4.0,2,2005.0,5,1,1,0,0,1,0
833,1,119,4560000000.0,0,523929.99999999994,0.37200000000000005,0.1129,4.4,2,1984.0,0,1,1,0,0,1,0
834,1,68,2170000000.0,1,41460.0,0.002,0.0,3.1,2,1987.0,10,0,0,0,0,1,0
835,1,17,106090000.0,1,341900.0,0.872,0.18300000000000002,3.8,6,2014.0,4,0,1,0,0,1,0
836,1,122,54660000000.0,0,3820000.0,0.556,0.7544,4.3,2,2011.0,10,1,1,0,0,1,0
837,1,6,77860000.0,1,19330.0,0.092,0.0253,2.8,6,1957.0,9,1,1,0,0,1,0
838,1,78,1110000000.0,1,217090.0,-1.72,1.389,4.1,5,1984.0,4,1,1,0,0,0,1
839,0,12,26990000000.0,0,8350000.0,-0.201,0.8719,3.9,1,1856.0,3,1,1,0,0,0,1
840,1,17,111880000.0,0,26900.0,1.429,1.75,2.8,6,2007.0,6,0,0,0,0,1,0
841,1,110,34200000000.000004,0,212970.0,-0.311,0.2918,3.1,2,1987.0,0,0,0,0,0,1,0
842,1,122,1460000000.0,0,166750.0,-0.287,0.0215,3.5,6,1999.0,1,0,1,0,0,1,0
843,1,78,1690000000.0,1,198470.0,0.519,0.684,4.2,5,2000.0,4,1,1,0,0,1,0
844,0,123,2340000000.0,1,1850000.0,-0.162,1.4374,3.4,4,2001.0,5,0,1,0,0,1,0
845,1,20,9230000000.0,1,287830.0,-0.284,0.1857,3.6,1,1917.0,5,0,1,0,0,0,1
846,1,56,311200000.0,1,1070000.0,-0.49,0.0,4.3,3,2008.0,4,1,1,0,0,0,1
847,1,121,3370000000.0,0,390730.0,-8.32,0.08289999999999999,3.6,2,1999.0,10,0,0,0,0,1,0
848,1,52,369850000.0,1,1030000.0,-0.03,0.6070000000000001,3.4,5,2014.0,4,0,0,0,0,0,1
849,1,110,1010000000.0,0,50250.0,-1.024,-0.5529999999999999,4.0,3,1970.0,4,0,1,0,0,0,1
850,1,18,523630000.0,0,74290.0,-0.24100000000000002,0.33299999999999996,3.4,0,1996.0,4,0,1,0,0,1,0
851,0,20,505980000.0,1,164120.0,-0.439,0.321,2.3,2,1996.0,0,0,0,0,0,1,0
852,1,35,1820000000.0,0,266400.0,-4.112,0.484,5.0,6,1996.0,4,1,1,0,0,1,0
853,0,5,2560000000.0,0,1020000.0,-1.3659999999999999,0.5592,3.8,1,1996.0,7,0,1,0,0,0,1
854,1,77,85340000.0,0,24720.0,-7.062,-2.5660000000000003,3.2,4,1997.0,4,0,0,0,0,0,1
855,1,94,660450000.0,0,85330.0,0.10400000000000001,0.0736,2.9,2,1991.0,4,0,0,0,0,0,1
856,1,8,515090000.00000006,1,144930.0,3.192,-0.0236,5.0,6,1996.0,6,1,1,0,0,1,0
857,1,126,1810000000.0,1,55180.0,-0.078,0.1978,2.4,5,1996.0,4,0,1,0,0,1,0
858,1,107,71350000000.0,1,3670000.0,-0.13699999999999998,0.1301,2.6,1,1978.0,3,0,0,1,0,1,0
859,1,124,37100000000.0,1,368090.0,0.016,0.0179,3.6,1,1968.0,7,0,1,1,0,1,0
860,1,13,712580000.0,1,43710.0,-0.079,-0.2095,3.8,2,1980.0,4,0,1,0,0,1,0
861,1,61,26700000.0,0,194600.0,-2.18,-0.111,3.0,6,2004.0,6,0,1,0,1,0,0
862,1,61,147800000.0,0,74190.0,0.797,0.26789999999999997,3.3,2,1966.0,4,0,0,0,0,1,0
863,1,75,79170000.0,0,349620.0,-3.09,0.1176,3.1,6,1995.0,6,0,1,0,0,1,0
864,1,17,216330000.0,1,1110000.0,-0.068,0.543,3.4,0,1992.0,4,0,1,0,0,1,0
865,0,121,113780000.0,1,272290.0,-0.317,2.5,4.2,3,1996.0,4,0,1,0,0,0,1
866,1,38,18470000000.0,1,1060000.0,0.20600000000000002,0.17350000000000002,3.5,1,2007.0,5,0,1,1,0,0,1
867,1,131,210490000.0,0,21170.0,-3.049,2.0227,4.6,2,1972.0,4,1,1,0,0,0,1
868,1,33,670800000.0,0,193880.0,-0.336,0.5722,4.6,2,1997.0,0,1,1,0,0,0,1
869,1,78,809980000.0,0,220150.0,-0.633,0.6923,3.3,3,1998.0,4,0,1,0,0,1,0
870,1,103,5500000000.0,1,931350.0,0.38,-0.0128,3.8,3,1962.0,4,0,1,0,0,0,1
871,1,144,2230000000.0,1,875550.0,-3.821,0.0796,3.5,2,1983.0,0,0,0,0,0,0,1
872,0,17,12500000000.0,0,1280000.0,-0.282,3.8657,3.9,6,1995.0,2,0,1,0,0,1,0
873,1,13,2810000000.0,0,463530.0,-0.125,-0.0671,3.3,5,1974.0,3,0,0,0,0,1,0
874,1,113,1970000000.0,1,45300.0,0.018000000000000002,0.3118,2.6,4,2003.0,0,0,0,0,0,1,0
875,1,13,242200000.0,1,40720.0,0.02,-0.10490000000000001,3.7,3,2000.0,9,1,1,0,0,1,0
876,0,86,19630000000.0,1,9070000.0,-2.085,0.2629,2.6,2,2009.0,3,0,0,0,0,0,1
877,1,124,254360000.0,1,39430.0,-1.223,2.592,3.7,2,2014.0,1,1,1,0,0,0,1
878,1,56,3510000000.0,0,665570.0,0.9820000000000001,0.1751,3.3,4,2019.0,5,0,1,0,0,1,0
879,1,11,355100000.0,1,291910.0,-3.167,0.314,3.4,4,2000.0,10,0,0,0,0,1,0
880,1,91,1120000000.0,0,110710.0,-1.3719999999999999,0.5904,4.0,2,1924.0,0,1,1,0,0,1,0
881,1,88,2140000000.0000002,1,941990.0,-1.6740000000000002,1.62,2.8,2,2006.0,5,0,1,0,0,0,1
882,1,136,332270000.0,1,76720.0,-3.9050000000000002,0.0665,3.3,0,1996.0,4,1,1,0,0,1,0
883,1,121,3590000000.0,0,367890.0,-4.383,0.2125,3.6,2,1996.0,10,0,1,0,0,1,0
884,1,13,198000000.0,1,28910.0,-0.542,0.0,3.6,3,1864.0,0,0,1,0,0,1,0
885,1,17,940230000.0,1,977000.0,-0.16,1.0762,4.3,0,1996.0,11,1,1,0,1,0,0
886,1,71,49260000000.0,0,1480000.0,-0.076,0.618,3.5,4,2013.0,4,0,1,0,0,0,1
887,1,134,25220000.0,0,5390.0,-0.9059999999999999,0.0,4.0,3,1927.0,6,1,1,0,1,0,0
888,1,1,41710000.0,0,98600.0,0.705,0.26670000000000005,3.1,3,1980.0,9,0,1,0,1,0,0
889,1,126,28480000.0,0,35190.0,0.051,0.0,3.5,6,1982.0,2,1,1,0,0,1,0
890,1,86,199570000000.0,1,9770000.0,-2.919,0.17420000000000002,4.1,1,1879.0,3,1,1,1,0,0,1
891,1,126,4860000000.0,1,183570.0,-0.329,0.0959,3.6,1,1929.0,5,0,0,0,0,0,1
892,1,143,5190000000.0,0,211070.0,3.136,0.2545,3.2,5,2018.0,4,0,1,0,0,0,1
893,1,111,3280000000.0,1,1280000.0,2.903,-0.040999999999999995,3.0,1,1966.0,5,0,0,0,0,0,1
894,1,110,3900000000.0,0,894370.0,0.444,0.3081,3.8,1,1917.0,4,0,1,0,0,0,1
895,1,142,2800000000.0,0,211530.0,0.8620000000000001,0.0496,3.6,2,1926.0,10,1,1,0,0,0,1
896,0,19,11340000000.0,1,8470000.0,1.8,-0.0552,4.0,1,1996.0,3,1,1,0,0,0,1
897,1,130,102950000.0,1,33110.0,5.227,0.6667000000000001,3.3,6,1995.0,2,0,0,0,0,1,0
898,1,106,1330000000.0,0,2440000.0,-0.7170000000000001,0.0,2.8,1,1983.0,4,0,0,0,0,0,1
899,1,91,18180000.0,0,296870.0,1.105,0.0,3.8,6,1996.0,6,0,0,0,0,1,0
900,1,116,254160000.0,0,81140.0,6.228,0.2572,2.5,6,1984.0,9,0,0,0,0,1,0
901,0,122,5510000000.0,1,463700.0,-1.103,-0.0323,4.4,2,1999.0,4,1,1,0,0,1,0
902,1,17,57070000.0,0,140790.0,0.653,-0.915,4.0,0,1996.0,1,1,1,0,0,1,0
903,1,17,132770000.00000001,0,1260000.0,0.43,0.237,3.7,6,2018.0,8,0,1,0,0,1,0
904,0,126,722590000.0,0,29080.0,-0.09300000000000001,0.0634,3.0,2,1996.0,5,1,1,0,0,0,1
905,0,76,1430000000.0,1,509220.0,-0.203,-0.005600000000000001,4.4,6,1996.0,4,1,1,0,0,0,1
906,1,41,53640000.0,0,42480.0,-2.305,0.111,2.5,6,1969.0,6,0,0,0,0,1,0
907,1,27,295540000.0,0,178830.0,1.5080000000000002,0.1379,3.9,2,1968.0,10,1,1,0,0,1,0
908,1,3,28620000000.0,0,11270000.0,-3.668,2.029,4.4,1,1928.0,3,1,1,1,0,0,1
909,1,11,3280000000.0,1,1010000.0,-1.138,0.34750000000000003,3.4,1,1904.0,7,0,1,0,0,0,1
910,0,70,2980000000.0,0,425190.0,-1.326,0.45,4.4,3,1996.0,4,1,1,0,0,0,1
911,1,121,979710000.0,0,616490.0,0.22100000000000003,0.1722,3.6,1,1859.0,5,0,1,0,0,0,1
912,1,7,1120000000.0,0,1370000.0,-6.344,1.0758,3.7,1,1991.0,11,0,1,0,0,0,1
913,1,126,7570000000.0,0,492880.0,-0.087,0.15560000000000002,3.8,1,1915.0,5,1,1,0,0,0,1
914,1,1,612380000.0,1,49950.0,-0.11199999999999999,0.2523,3.2,2,1849.0,10,0,0,0,0,0,1
915,1,13,1340000000.0,1,144380.0,-0.11900000000000001,0.7218000000000001,3.4,3,1864.0,4,0,0,0,0,1,0
916,1,87,5880000000.0,1,693830.0,-0.677,0.22820000000000001,3.4,2,2005.0,7,0,0,0,0,0,1
917,1,17,2100000000.0,1,427030.0,-0.065,0.275,4.1,6,2003.0,1,0,1,0,0,1,0
918,1,103,6160000000.0,0,1310000.0,-0.865,1.0551000000000001,3.6,5,1971.0,10,1,1,0,0,0,1
919,1,27,75140000000.0,0,2410000.0,-0.311,0.016200000000000003,4.2,1,1984.0,3,1,1,0,0,0,1
920,1,84,3590000000.0,1,1020000.0,1.17,1.0602,3.2,2,1990.0,10,0,0,0,0,0,1
921,1,115,1050000000.0,1,481250.0,-1.044,0.6995,3.4,4,1953.0,4,0,0,0,0,1,0
922,0,16,112050000000.0,0,392820.0,-0.54,0.1598,4.1,1,1997.0,3,1,1,0,0,0,1
923,1,17,72500000.0,0,1720000.0,0.8300000000000001,0.0,4.2,1,1939.0,4,1,1,0,0,1,0
924,1,113,2330000000.0,0,177860.0,1.169,0.36090000000000005,3.0,3,2009.0,4,0,0,0,0,1,0
925,1,22,961700000.0,1,233470.0,-1.6969999999999998,0.045599999999999995,3.1,2,2016.0,4,0,0,0,0,0,1
926,1,33,34520000000.0,0,2130000.0,-0.604,-0.12050000000000001,3.9,2,1985.0,6,1,1,1,0,0,1
927,1,65,455790000.0,0,66050.0,0.094,0.0681,3.5,5,1889.0,10,0,1,0,0,1,0
928,1,26,642040000.0,1,203260.0,-0.184,1.0655,3.3,5,1985.0,4,0,0,0,0,1,0
929,1,117,91610000.0,0,4490000.0,0.861,0.0,3.0,6,1996.0,2,0,0,0,0,1,0
930,1,35,16770000000.0,0,1180000.0,0.7070000000000001,-0.2788,3.5,1,1967.0,7,0,1,1,0,0,1
931,1,113,32100000000.0,0,3220000.0,0.495,0.12279999999999999,3.5,4,1978.0,3,0,1,1,0,0,1
932,1,8,539960000.0,1,10630.0,-0.24800000000000003,0.0,3.8,6,2000.0,6,0,0,0,0,1,0
933,1,35,182730000000.0,1,2470000.0,0.498,0.0225,4.0,1,1984.0,3,0,1,1,0,0,1
934,1,128,138850000.0,1,166540.0,-3.5580000000000003,0.5455,4.1,3,2007.0,4,0,1,0,0,0,1
935,1,115,1460000000.0,0,281490.0,-2.1,0.1152,3.6,5,2007.0,10,0,0,0,0,0,1
936,1,119,3320000000.0,0,288470.0,-0.363,0.0724,3.0,2,1959.0,10,0,0,0,0,1,0
937,1,45,311850000000.0,0,8740000.0,-1.251,1.1163,4.0,1,1923.0,3,1,1,1,0,0,1
938,1,45,14060000000.0,1,16230000.0,-0.371,0.1645,3.9,1,1985.0,7,1,1,1,0,1,0
939,1,45,1330000000.0,1,9250000.0,-0.11599999999999999,0.141,3.9,1,1985.0,7,1,1,1,0,1,0
940,1,45,21110000000.0,1,3440000.0,0.159,-0.18710000000000002,3.1,1,1980.0,3,0,0,1,0,1,0
941,1,50,80170000.0,1,670.0,1.074,0.0,2.9,5,1981.0,0,0,0,0,1,0,0
942,1,97,467170000.0,0,4690.0,1.16,0.0,2.4,3,1987.0,6,0,0,0,0,1,0
943,1,88,1560000000.0,0,822430.0,-3.129,1.524,3.2,2,2001.0,3,0,0,0,0,0,1
944,1,53,19460000000.0,0,17390000.0,-6.682,0.368,4.4,2,2012.0,4,1,1,0,0,1,0
945,1,127,7960000000.0,0,1790000.0,0.7140000000000001,-0.1782,3.7,1,1948.0,7,0,1,0,0,0,1
946,1,6,203060000.0,1,26810.0,-2.31,0.11939999999999999,2.3,4,1999.0,4,0,0,0,1,0,0
947,1,45,9760000000.0,1,454280.0,-0.342,0.10039999999999999,4.3,2,1965.0,0,1,1,0,0,0,1
948,1,103,43890000000.0,0,1300000.0,-0.574,-0.1927,4.4,2,2004.0,0,1,1,1,0,0,1
949,1,7,530710000.00000006,1,210500.0,-0.281,0.40850000000000003,3.7,2,1989.0,10,0,1,0,0,1,0
950,1,36,22930000000.0,0,2000000.0,0.629,0.13970000000000002,3.2,1,1996.0,3,0,0,1,0,1,0
951,1,0,1770000000.0,1,241080.0,1.045,0.0499,3.4,4,1915.0,0,0,0,0,0,0,1
952,1,27,3190000000.0,0,4099999.9999999995,-3.9610000000000003,0.167,4.3,3,2015.0,4,1,1,0,0,0,1
953,1,84,552760000.0,1,60490.0,-0.5920000000000001,0.0,3.3,0,1996.0,6,0,1,0,0,1,0
954,1,61,528700000.00000006,1,160620.0,-0.22100000000000003,0.133,3.4,3,1995.0,2,0,0,0,0,1,0
955,1,0,597020000.0,1,77320.0,-0.322,0.43920000000000003,4.2,1,1939.0,4,1,1,0,0,0,1
956,1,35,1310000000.0,0,1180000.0,0.261,-0.10400000000000001,3.3,6,1995.0,1,0,1,0,0,1,0
957,1,61,9020000000.0,0,1820000.0,0.6509999999999999,0.11699999999999999,3.5,2,1841.0,4,0,1,0,0,0,1
958,1,17,8840000000.0,0,512500.0,1.305,-0.126,3.7,6,1996.0,11,0,1,0,0,1,0
959,1,125,1950000000.0,1,2980000.0,0.5,0.6,3.9,6,1996.0,4,1,1,0,0,0,1
960,1,99,4059999999.9999995,1,2060000.0,-0.198,0.0891,4.7,0,1996.0,4,1,1,0,0,0,1
961,1,122,4990000000.0,1,565050.0,-0.079,1.4591,4.5,5,2012.0,4,1,1,0,0,0,1
962,1,121,51370000000.0,0,2920000.0,-0.111,0.2701,4.6,4,2003.0,0,1,1,0,0,1,0
963,0,59,55080000.0,0,976630.0,-6.943,5.25,1.0,2,2003.0,4,0,1,0,0,1,0
964,1,121,2420000000.0,0,399230.0,0.368,0.378,4.4,5,2010.0,4,1,1,0,0,1,0
965,1,20,2660000000.0,1,126700.0,0.579,0.1535,3.4,4,1928.0,5,0,1,0,0,0,1
966,1,11,3130000000.0,1,114870.0,0.28800000000000003,0.1063,3.2,2,1918.0,10,0,0,0,0,1,0
967,1,126,20380000000.0,1,658930.0,0.019,0.08900000000000001,3.4,1,1955.0,7,0,1,1,0,0,1
968,1,23,46290000000.0,1,4410000.0,1.6740000000000002,-0.1565,4.1,1,1897.0,3,1,1,1,0,0,1
969,1,122,10170000000.0,1,844830.0,0.068,0.087,3.8,1,1982.0,5,1,1,0,0,1,0
970,0,70,2690000000.0,1,2740000.0,-1.3330000000000002,3.9,4.0,2,1996.0,4,0,1,0,0,1,0
971,1,115,17690000000.0,1,585690.0,0.297,0.1552,3.5,1,1960.0,0,0,0,1,0,0,1
972,0,118,4370000000.0,1,2670000.0,3.245,-0.0054,4.0,2,1996.0,0,1,1,0,0,0,1
973,0,54,903000000.0,1,266600.0,6.018,-0.5344,5.0,0,1996.0,4,1,1,0,0,0,1
974,1,101,17990000000.0,1,1910000.0,-0.316,0.0163,4.0,3,1972.0,10,0,1,1,0,0,1
975,1,100,2080000000.0,1,1830000.0,-3.18,1.121,5.0,0,1996.0,10,1,1,0,0,0,1
976,1,35,341180000.0,1,269670.0,0.39799999999999996,0.233,4.7,6,1996.0,4,1,1,0,0,1,0
977,1,17,2500000000.0,1,736450.0,0.13699999999999998,-1.26,4.6,6,2007.0,4,1,1,0,0,1,0
978,1,85,1290000000.0,0,211630.0,-3.0,1.2,3.5,2,1981.0,10,0,0,0,0,0,1
979,1,38,393230000.0,1,779340.0,0.401,-1.6,2.6,6,1998.0,2,0,0,0,0,1,0
980,1,9,4760000000.0,0,495120.0,-1.5430000000000001,0.1791,2.5,2,2006.0,4,0,0,0,0,1,0
981,1,72,321330000.0,0,2560000.0,-0.023,-0.04,2.9,2,1996.0,4,0,0,0,0,0,1
982,0,94,5270000000.0,0,1150000.0,0.647,0.2561,3.6,4,1996.0,5,0,1,0,0,1,0
983,0,121,5580000000.0,0,88410.0,0.36100000000000004,0.10210000000000001,4.2,2,1981.0,4,1,1,0,0,1,0
984,1,136,437330000.0,1,466030.0,0.998,1.9474000000000002,1.9,2,1996.0,4,0,1,0,0,1,0
985,1,121,1680000000.0,0,378090.0,1.336,-0.174,4.0,4,2007.0,10,0,1,0,0,1,0
986,1,119,365920000.0,1,160560.0,-4.551,0.4349,4.4,3,1987.0,4,1,1,0,0,1,0
987,1,124,46030000.0,1,3270000.0,1.1940000000000002,0.19399999999999998,3.6,6,1984.0,2,0,1,0,1,0,0
988,0,76,438300000.0,1,1250000.0,-8.486,2.7476,4.4,6,1996.0,4,1,1,0,0,0,1
989,1,121,15900000000.0,0,1550000.0,1.169,0.2629,4.4,2,2005.0,4,1,1,0,0,0,1
990,1,140,25450000000.0,0,920760.0,0.122,0.0201,4.1,1,1903.0,3,1,1,1,0,0,1
991,0,91,131169999.99999999,0,271300.0,-0.821,0.0,3.6,2,2008.0,4,0,0,0,0,1,0
992,1,17,615740000.0,0,643790.0,0.053,-0.157,4.9,3,2006.0,4,1,1,0,0,1,0
993,1,61,25530000.0,0,60370.0,1.9669999999999999,0.0,4.0,0,1996.0,1,0,1,0,0,1,0
994,1,140,76460000000.0,1,3520000.0,-0.664,0.0556,4.0,1,1917.0,3,1,1,1,0,0,1
995,1,121,37710000.0,0,30380.0,-0.465,0.0,1.8,6,1996.0,2,0,0,0,0,1,0
996,1,121,5790000000.0,1,663990.0,-0.122,0.7137000000000001,3.9,3,2008.0,4,1,1,0,0,0,1
997,1,77,12870000000.0,1,643190.0,0.39299999999999996,0.1235,3.5,1,1994.0,0,0,1,1,0,0,1
998,1,17,1040000000.0,1,2740000.0,0.655,-0.0147,3.0,3,1996.0,2,0,0,0,0,1,0
999,1,72,84890000.0,1,27960.0,0.365,0.0,3.1,6,1996.0,6,0,0,0,0,0,1
1000,1,84,18170000000.0,1,11150000.0,25.444000000000003,0.3165,3.9,4,1996.0,3,0,0,1,0,0,1
1001,1,85,60870000.0,0,39180.0,0.14,0.0,4.3,2,1996.0,4,1,1,0,0,1,0
1002,1,102,595350000.0,0,463170.0,1.9880000000000002,0.0047,5.0,0,1996.0,4,1,1,0,0,0,1
1003,1,61,9210000000.0,1,2390000.0,0.971,0.2165,3.3,1,2017.0,3,0,1,1,0,0,1
1004,1,35,40330000000.0,1,769320.0,3.622,0.4719,4.1,4,1999.0,0,1,1,1,0,1,0
1005,1,60,542920000.0,0,84100.0,-1.8330000000000002,0.0,3.1,2,1908.0,0,0,0,0,0,1,0
1006,1,8,48880000.0,0,18820.0,-2.275,0.0,1.6,0,1996.0,1,0,0,0,1,0,0
1007,1,40,3070000000.0,0,2910000.0,-0.371,0.25730000000000003,2.9,3,1993.0,11,0,0,0,0,0,1
1008,1,78,1390000000.0,1,575560.0,-0.516,0.309,4.3,3,2010.0,4,1,1,0,0,1,0
1009,0,17,41200000.0,0,3700000.0,0.402,0.0,3.7,3,2007.0,6,0,1,0,0,1,0
1010,1,16,33750000.0,0,289570.0,0.32,0.48100000000000004,4.1,0,1996.0,1,0,1,0,0,1,0
1011,1,115,2540000000.0,0,1030000.0,-0.8420000000000001,0.614,3.7,1,1975.0,5,0,1,0,0,0,1
1012,1,121,1790000000.0,1,1340000.0,-1.999,0.658,4.0,5,2006.0,4,1,1,0,0,0,1
1013,1,71,42850000000.0,0,7590000.0,0.9990000000000001,0.145,4.0,1,1995.0,3,1,1,1,0,1,0
