,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index
46,0,17,69330000.0,1,124500.0,320.50,373.30,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
47,1,55,9300000000.0,0,1600000.0,83.00,3.04,3.4,10000+ Employees,1939.0,$10+ billion (USD),2.8,3.7,0,NYSE
48,0,17,540830000.0,1,467840.0,235.10,87.10,3.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),1.75,1.75,0,NASD
49,1,122,4380000000.0,1,572150.0,8.80,10.96,3.7,1001 to 5000 Employees,1975.0,$1 to $2 billion (USD),3.45,3.9,0,NASD
50,1,118,1280000000.0,0,301680.0,190.80,32.31,3.8,501 to 1000 Employees,1995.0,$100 to $500 million (USD),3.85,3.75,0,NASD
51,1,44,8660000000.0,0,870500.0,19.60,17.00,3.6,10000+ Employees,1990.0,$10+ billion (USD),3.3,3.75,0,NYSE
52,1,118,1830000000.0,1,289320.0,320.50,997.50,5.0,1001 to 5000 Employees,1998.0,$100 to $500 million (USD),5.0,5.0,0,NASD
53,0,61,186370000000.0,1,1950000.0,320.50,361.20,4.0,10000+ Employees,1989.0,$10+ billion (USD),4.1,4.55,1,NYSE
54,1,13,240660000.0,1,21240.0,-36.60,0.00,2.0,201 to 500 Employees,1983.0,$50 to $100 million (USD),0.0,0.0,0,NASD
55,1,17,41830000.0,1,237340.0,64.30,39.10,3.9,201 to 500 Employees,1995.0,$100 to $500 million (USD),3.05,2.8,0,NASD
56,1,102,580020000.0,0,493180.0,-48.70,2.67,3.2,501 to 1000 Employees,1996.0,$50 to $100 million (USD),2.5,5.0,0,NYSE
57,1,17,1020000000.0,1,714070.0,56.20,322.20,4.0,51 to 200 Employees,2012.0,$1 to $5 million (USD),2.8,5.0,0,NASD
58,1,38,162280000.0,1,1910000.0,320.50,133.30,3.0,1 to 50 Employees,1996.0,$10 to $25 million (USD),5.0,5.0,0,NASD
59,1,59,145750000.0,1,26180.0,-9.10,12.70,2.4,201 to 500 Employees,1867.0,$100 to $500 million (USD),1.8,1.6,0,AMEX
60,1,121,3670000000.0,1,911220.0,46.90,20.30,3.6,1001 to 5000 Employees,2014.0,$100 to $500 million (USD),3.25,3.9,0,NASD
61,0,17,618240000.0,0,42660.0,-207.40,-34.80,2.0,51 to 200 Employees,1996.0,$100 to $500 million (USD),0.0,5.0,0,NASD
62,1,47,34520000000.0,1,2610000.0,320.50,415.00,4.0,10000+ Employees,1902.0,$10+ billion (USD),4.1,4.5,1,NYSE
63,1,17,224170000.0,1,6960000.0,-1.00,415.00,2.8,201 to 500 Employees,1996.0,$100 to $500 million (USD),2.15,2.0,0,NASD
64,1,38,156460000.0,0,8119999.999999999,-23.30,13.00,1.0,51 to 200 Employees,1996.0,$10 to $25 million (USD),0.0,0.0,0,NASD
65,1,38,247210000.0,0,352060.0,46.60,320.70,3.7,51 to 200 Employees,2000.0,$25 to $50 million (USD),2.9,5.0,0,NASD
66,0,11,3730000000.0,0,813880.0,11.20,305.50,3.5,10000+ Employees,2016.0,$100 to $500 million (USD),3.45,3.85,0,NYSE
67,1,128,82250000000.0,0,1800000.0,8.50,334.80,4.0,10000+ Employees,1949.0,$10+ billion (USD),3.9,4.65,1,NASD
68,1,17,5420000000.0,0,926160.0,100.50,406.20,3.7,501 to 1000 Employees,2009.0,$100 to $500 million (USD),2.35,3.75,0,NASD
69,1,33,5110000000.0,0,829160.0,42.20,373.30,3.3,10000+ Employees,1996.0,$5 to $10 billion (USD),3.25,4.45,0,NYSE
70,1,121,61160000000.0,1,1150000.0,440.10,290.90,4.2,10000+ Employees,1982.0,$2 to $5 billion (USD),4.35,4.85,1,NASD
71,1,117,8850000000.0,1,3740000.0,-43.50,439.80,3.2,10000+ Employees,1874.0,$2 to $5 billion (USD),2.6,3.2,0,NYSE
72,1,26,951170000.0,1,222160.0,104.40,424.60,3.7,1001 to 5000 Employees,1985.0,$500 million to $1 billion (USD),3.55,3.8,0,NASD
73,1,77,1300000000.0,0,92190.0,14.60,322.90,3.3,10000+ Employees,1972.0,$100 to $500 million (USD),2.9,2.85,0,NASD
74,1,0,3730000000.0,1,432680.0,50.20,302.00,3.6,10000+ Employees,1987.0,$2 to $5 billion (USD),3.4,3.95,0,NASD
75,1,17,353570000.0,1,2700000.0,38.20,325.00,3.9,51 to 200 Employees,2016.0,Less than $1 million (USD),4.2,4.4,0,NASD
76,1,17,64550000.0,0,9800000.0,60.30,0.00,2.2,51 to 200 Employees,1996.0,$1 to $5 million (USD),0.55,5.0,0,NASD
77,1,86,120600000.0,0,15110.0,843.50,313.60,3.0,501 to 1000 Employees,1973.0,$1 to $2 billion (USD),3.3,3.3,0,AMEX
78,1,140,21000000000.0,1,1360000.0,4.50,382.40,4.0,5001 to 10000 Employees,1904.0,$5 to $10 billion (USD),4.5,4.95,1,NYSE
79,0,63,8800000000.0,0,1890000.0,78.20,324.50,3.6,10000+ Employees,1844.0,$10+ billion (USD),3.45,3.55,0,NYSE
80,1,118,56530000.0,0,366130.0,47.60,330.20,4.4,51 to 200 Employees,1996.0,$10 to $25 million (USD),5.0,5.0,0,NASD
81,1,40,3930000000.0,0,285250.0,139.00,362.20,3.7,1001 to 5000 Employees,1981.0,$500 million to $1 billion (USD),3.0,5.0,0,NASD
82,1,64,2910000000.0,1,537270.0,157.50,369.90,3.4,501 to 1000 Employees,1995.0,$2 to $5 billion (USD),3.15,5.0,0,NYSE
83,0,54,15500000000.0,1,1260000.0,6.00,292.60,4.0,5001 to 10000 Employees,1957.0,$1 to $2 billion (USD),3.65,4.35,0,NYSE
84,1,7,5390000000.0,1,3910000.0,178.10,344.60,3.7,10000+ Employees,1977.0,$2 to $5 billion (USD),3.4,4.05,0,NYSE
85,1,140,41140000000.0,1,2880000.0,11.60,308.90,3.9,10000+ Employees,1906.0,$10+ billion (USD),3.9,4.65,1,NASD
86,0,4,6970000000.0,0,1120000.0,178.10,316.00,3.0,51 to 200 Employees,1996.0,$2 to $5 billion (USD),1.75,2.25,0,NYSE
87,1,38,779270000.0,0,481050.0,9.20,440.00,3.3,1 to 50 Employees,1996.0,$10 to $25 million (USD),2.5,5.0,0,NASD
88,1,138,16430000000.0,0,5570000.0,178.10,317.70,4.4,5001 to 10000 Employees,1981.0,$10+ billion (USD),4.75,4.9,1,NYSE
89,1,121,183350000.0,0,118500.0,19.90,372.60,4.0,51 to 200 Employees,2005.0,$10 to $25 million (USD),3.65,3.4,0,NASD
90,1,17,103180000.0,0,3770000.0,63.90,0.00,2.0,51 to 200 Employees,1996.0,$25 to $50 million (USD),0.0,5.0,0,NASD
91,1,65,10230000000.0,0,524600.0,178.10,293.00,4.0,5001 to 10000 Employees,1996.0,$5 to $10 billion (USD),3.9,4.8,0,NYSE
92,1,20,125440000.0,0,172040.0,178.10,326.50,3.3,1001 to 5000 Employees,2016.0,$500 million to $1 billion (USD),2.35,5.0,0,NYSE
93,1,78,480870000.0,1,302380.0,178.10,425.70,3.6,51 to 200 Employees,1996.0,$5 to $10 million (USD),3.8,5.0,0,NASD
94,1,64,35370000000.0,0,3120000.0,50.70,410.80,3.8,5001 to 10000 Employees,1955.0,$10+ billion (USD),3.75,4.8,1,NYSE
95,1,61,16930000000.0,0,2780000.0,6.50,349.80,4.4,501 to 1000 Employees,2012.0,$100 to $500 million (USD),4.3,4.55,0,NASD
96,0,39,2500000000.0,0,221330.0,37.60,436.60,3.5,1001 to 5000 Employees,2019.0,$100 to $500 million (USD),3.15,5.0,0,NASD
97,0,120,4070000000.0000005,1,4300000.0,250.00,306.30,3.8,1001 to 5000 Employees,2002.0,$100 to $500 million (USD),3.9,4.15,0,NYSE
98,1,46,9180000000.0,0,674060.0,320.70,331.40,3.8,10000+ Employees,1990.0,$5 to $10 billion (USD),3.85,4.35,0,NYSE
99,1,17,1160000000.0,0,5370000.0,32.10,352.50,3.4,201 to 500 Employees,1996.0,$10 to $25 million (USD),2.85,3.4,0,NASD
100,1,47,112170000.0,0,122360.0,20.40,327.70,3.4,201 to 500 Employees,1996.0,$100 to $500 million (USD),1.5,2.05,0,NASD
101,1,124,196220000.0,0,287570.0,-344.00,68.70,1.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),0.0,5.0,0,NASD
102,0,54,3060000000.0,1,2430000.0,53.80,365.90,3.8,501 to 1000 Employees,1996.0,$500 million to $1 billion (USD),3.55,4.35,0,NYSE
103,1,17,3840000000.0,1,634740.0,30.80,352.10,3.9,201 to 500 Employees,2008.0,$50 to $100 million (USD),3.3,3.5,0,NASD
104,1,77,17000000000.0,0,1100000.0,-44.80,419.50,2.6,201 to 500 Employees,2016.0,$100 to $500 million (USD),1.55,1.55,0,NYSE
105,1,17,312860000.0,0,161230.0,38.10,324.80,3.2,51 to 200 Employees,2013.0,$5 to $10 million (USD),2.25,3.55,0,NASD
106,1,33,1010000000.0,0,44270.0,178.10,343.50,4.7,51 to 200 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
107,0,67,3370000000.0,0,563920.0,4.40,297.60,4.2,51 to 200 Employees,2001.0,$1 to $2 billion (USD),3.7,5.0,0,NYSE
108,1,140,15860000000.0,1,505650.0,45.20,389.40,3.3,5001 to 10000 Employees,2015.0,$2 to $5 billion (USD),2.6,4.7,0,NYSE
109,0,47,1250000000.0,1,1090000.0,153.30,370.00,3.9,1001 to 5000 Employees,2002.0,$500 million to $1 billion (USD),4.05,5.0,0,NYSE
110,1,53,340580000.0,1,285780.0,620.50,317.30,4.3,501 to 1000 Employees,1996.0,$100 to $500 million (USD),4.15,4.7,0,NYSE
111,1,17,190300000.0,0,1230000.0,12.00,354.50,4.4,51 to 200 Employees,1999.0,Less than $1 million (USD),5.0,5.0,0,NASD
112,1,56,3160000000.0,0,769700.0,36.30,339.20,3.3,1001 to 5000 Employees,1939.0,$500 million to $1 billion (USD),3.0,4.35,0,NYSE
113,1,121,1260000000.0,0,131300.0,31.40,30.50,3.5,1001 to 5000 Employees,1963.0,$100 to $500 million (USD),3.3,3.75,0,NASD
114,1,78,3640000000.0,0,1420000.0,-225.50,25.20,2.4,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),1.35,1.95,0,NASD
115,1,98,1110000000.0,0,246040.0,125.20,-14.81,3.7,51 to 200 Employees,1979.0,$25 to $50 million (USD),3.15,5.0,0,NYSE
116,1,78,15870000.0,0,228920.0,-42.90,0.00,2.0,201 to 500 Employees,1979.0,$25 to $50 million (USD),0.95,1.55,0,NASD
117,1,100,762480000.0,0,29110000.0,100.20,99.40,3.6,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),4.25,4.0,0,NYSE
118,1,61,5730000000.0,0,3840000.0,400.20,498.50,4.5,501 to 1000 Employees,2009.0,$100 to $500 million (USD),4.4,4.65,0,NYSE
119,1,63,39860000000.0,1,4040000.0,435.20,14.58,3.6,10000+ Employees,1919.0,$10+ billion (USD),3.25,4.2,1,NYSE
120,1,126,3810000000.0,1,319000.0,100.80,14.64,3.3,10000+ Employees,2004.0,$1 to $2 billion (USD),2.95,4.0,0,NASD
121,1,131,2800000000.0,0,105250.0,26.70,285.63,4.3,1001 to 5000 Employees,1895.0,$500 million to $1 billion (USD),4.35,5.0,0,NYSE
122,1,8,59050000.0,0,38790.0,825.30,96.21,3.6,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),4.25,4.0,0,AMEX
123,1,8,868460000.0,1,350070.0,199.30,-1.52,3.3,1001 to 5000 Employees,1990.0,$1 to $2 billion (USD),2.75,5.0,0,NASD
124,1,1,1350000000.0,0,309120.0,70.50,72.06,3.4,1001 to 5000 Employees,1951.0,$1 to $2 billion (USD),2.95,4.55,0,NYSE
125,1,104,7370000000.0,0,715340.0,320.65,360.19,5.0,501 to 1000 Employees,2020.0,$1 to $2 billion (USD),5.0,5.0,0,NYSE
126,1,26,223130000.0,0,86230.0,470.50,316.59,4.0,51 to 200 Employees,1996.0,$25 to $50 million (USD),5.0,5.0,0,NASD
127,1,1,38430000.0,1,569230.0,140.10,100.00,1.7,201 to 500 Employees,1968.0,$50 to $100 million (USD),0.95,0.0,0,AMEX
128,1,69,64620000.00000001,0,9320.0,-119.10,123.60,4.1,501 to 1000 Employees,1980.0,$100 to $500 million (USD),3.9,4.65,0,NASD
129,1,60,3290000000.0,1,153290.0,85.70,13.24,3.3,5001 to 10000 Employees,1923.0,$2 to $5 billion (USD),3.15,3.25,0,NYSE
130,1,104,1080000000.0,1,3240000.0,435.20,165.00,3.7,501 to 1000 Employees,1997.0,$100 to $500 million (USD),3.6,5.0,0,NYSE
131,1,67,9090000000.0,1,356800.0,14.70,17.79,3.6,10000+ Employees,1978.0,$5 to $10 billion (USD),3.25,4.05,1,NYSE
132,1,68,28130000000.0,1,1140000.0,19.40,5.85,3.6,10000+ Employees,1927.0,$2 to $5 billion (USD),3.25,4.45,1,NYSE
133,1,1,3850000000.0,0,656430.0,435.20,11.09,3.7,1001 to 5000 Employees,1942.0,$100 to $500 million (USD),3.6,2.9,0,NYSE
134,1,122,18780000000.0,1,1430000.0,16.10,254.30,4.4,5001 to 10000 Employees,1998.0,$2 to $5 billion (USD),4.6,4.9,1,NASD
135,1,17,592410000.0,1,3590000.0,435.20,254.30,4.3,201 to 500 Employees,2007.0,$100 to $500 million (USD),4.35,4.95,0,NASD
136,0,15,2120000000.0,0,29870.0,435.20,10.08,3.9,10000+ Employees,1946.0,$2 to $5 billion (USD),4.1,5.0,0,NYSE
137,1,105,1830000000.0,1,637830.0,435.20,400.00,3.5,51 to 200 Employees,1998.0,$100 to $500 million (USD),2.25,3.25,0,NYSE
138,1,26,520770000.0,1,582580.0,435.20,30.70,3.5,1 to 50 Employees,1996.0,$100 to $500 million (USD),3.3,3.8,0,NASD
139,1,17,467280000.0,0,159940.0,25.20,498.50,4.5,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
140,1,112,4780000000.0,0,729730.0,-13.60,37.16,1.6,51 to 200 Employees,1996.0,$1 to $2 billion (USD),0.0,5.0,0,NYSE
141,1,125,18180000000.0,1,987270.0,435.20,41.06,3.8,5001 to 10000 Employees,1994.0,$2 to $5 billion (USD),3.7,4.25,1,NYSE
142,0,80,35100000000.0,0,790890.0,85.60,19.20,3.9,10000+ Employees,1945.0,$5 to $10 billion (USD),3.9,4.35,0,NYSE
143,1,47,255190000.0,0,34670.0,-37.50,304.65,3.1,201 to 500 Employees,1996.0,$100 to $500 million (USD),3.1,5.0,0,NASD
144,1,138,3450000000.0,1,262350.0,435.20,462.10,4.5,1001 to 5000 Employees,1906.0,$1 to $2 billion (USD),4.3,5.0,0,NYSE
145,1,17,1680000000.0,1,665070.0,435.20,462.10,4.5,51 to 200 Employees,2013.0,$100 to $500 million (USD),5.0,5.0,0,NASD
146,1,98,1350000000.0,1,329510.0,117.90,44.44,3.6,501 to 1000 Employees,1870.0,$100 to $500 million (USD),3.25,5.0,0,NYSE
147,1,46,1700000000.0,1,33120.0,435.20,20.62,3.4,1001 to 5000 Employees,1969.0,$1 to $2 billion (USD),2.65,3.3,0,NYSE
148,1,119,5020000000.0,1,681740.0,435.20,26.53,3.6,1001 to 5000 Employees,1990.0,$500 million to $1 billion (USD),3.1,2.7,0,NASD
149,1,78,47660000000.0,1,562560.0,305.50,373.30,4.4,10000+ Employees,1997.0,$1 to $2 billion (USD),4.3,4.9,1,NASD
150,1,3,3390000000.0,1,187880.0,435.20,777.20,4.3,1001 to 5000 Employees,1997.0,$1 to $2 billion (USD),4.55,4.8,0,NASD
151,1,57,5030000000.0,1,503340.0,48.70,28.90,3.4,501 to 1000 Employees,2013.0,$100 to $500 million (USD),2.65,4.1,0,NASD
152,1,38,66220000.0,0,43050.0,52.30,405.20,4.0,51 to 200 Employees,2003.0,$1 to $5 million (USD),3.5,5.0,0,NASD
153,1,124,62830000.0,0,131050.00000000001,435.20,285.63,4.6,1001 to 5000 Employees,1994.0,$100 to $500 million (USD),5.0,5.0,0,NASD
154,1,3,7810000000.0,0,1480000.0,435.20,365.90,4.0,10000+ Employees,1932.0,$5 to $10 billion (USD),3.95,5.0,1,NYSE
155,0,17,3940000000.0,1,1640000.0,44.20,84.39,3.8,1001 to 5000 Employees,1987.0,$500 million to $1 billion (USD),3.6,4.25,0,NASD
156,1,121,2980000000.0,0,358500.0,435.20,0.00,3.9,501 to 1000 Employees,2009.0,$50 to $100 million (USD),3.65,4.4,0,NASD
157,1,65,37040000000.0,0,2009999.9999999998,23.40,13.57,3.5,10000+ Employees,1931.0,$10+ billion (USD),2.8,3.1,1,NYSE
158,0,117,12110000000.0,1,682750.0,85.70,9.09,3.8,10000+ Employees,2013.0,$2 to $5 billion (USD),3.6,4.65,1,NYSE
159,1,17,4840000000.0,1,197720.0,65.14,360.19,5.0,51 to 200 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
160,1,17,3420000000.0,1,1150000.0,85.70,668.48,4.6,51 to 200 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
161,0,26,719830000.0,1,219840.0,85.70,123.60,4.4,501 to 1000 Employees,1996.0,$100 to $500 million (USD),4.55,4.55,0,NASD
162,1,33,18080000000.0,0,3890000.0,34.12,285.63,4.2,5001 to 10000 Employees,1919.0,$5 to $10 billion (USD),4.15,4.6,0,NYSE
163,1,17,71500000.0,0,653110.0,-52.70,-21.20,2.8,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.05,3.05,0,NASD
164,1,17,20570000000.0,0,518340.00000000006,8.00,471.95,4.4,1001 to 5000 Employees,2003.0,$100 to $500 million (USD),4.45,4.65,0,NASD
165,1,27,105060000.0,0,29300.0,85.70,0.00,3.3,201 to 500 Employees,1969.0,$50 to $100 million (USD),2.9,3.45,0,NASD
166,1,121,4070000000.0000005,0,301140.0,43.50,13.84,3.4,10000+ Employees,1858.0,$10+ billion (USD),2.75,3.35,0,NASD
167,1,17,107570000.0,1,862260.0,49.30,320.50,4.0,1 to 50 Employees,1996.0,$5 to $10 million (USD),5.0,5.0,0,NASD
168,1,13,562770000.0,1,29510.0,48.60,498.50,4.2,501 to 1000 Employees,1879.0,$100 to $500 million (USD),4.2,4.55,0,NASD
169,1,130,179150000.0,0,289470.0,85.70,0.00,3.9,501 to 1000 Employees,1998.0,$100 to $500 million (USD),3.95,5.0,0,NASD
170,1,11,4179999999.9999995,0,930610.0,85.70,24.40,3.6,1001 to 5000 Employees,1915.0,$2 to $5 billion (USD),3.0,3.25,0,NYSE
171,1,17,601170000.0,1,1420000.0,85.70,6.10,3.0,1 to 50 Employees,1996.0,Less than $1 million (USD),0.0,5.0,0,NASD
172,1,13,778180000.0,1,90900.0,85.70,7.77,3.4,201 to 500 Employees,1913.0,$50 to $100 million (USD),3.15,0.0,0,NASD
173,1,112,438260000.0,0,108060.0,108.90,334.80,3.7,501 to 1000 Employees,1984.0,$100 to $500 million (USD),4.0,4.6,0,NYSE
174,1,122,4830000000.0,1,277330.0,-36.00,285.63,4.2,1001 to 5000 Employees,1985.0,$100 to $500 million (USD),4.2,4.65,0,NASD
175,0,11,8300000000.000001,0,412080.0,85.70,25.32,3.7,10000+ Employees,1996.0,$5 to $10 billion (USD),3.8,4.5,0,NYSE
176,1,105,1400000000.0,0,17190.0,-30.20,498.50,4.1,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.75,5.0,0,NYSE
177,1,17,40130000000.0,1,2060000.0,85.70,5.35,3.8,1001 to 5000 Employees,1992.0,$2 to $5 billion (USD),2.85,3.55,1,NASD
178,1,118,120240000000.0,1,10230000.0,38.20,373.30,4.0,10000+ Employees,1967.0,$10+ billion (USD),4.05,4.55,1,NASD
179,1,118,3410000000.0,1,440020.0,85.70,410.80,4.0,501 to 1000 Employees,2004.0,$100 to $500 million (USD),3.95,4.35,0,NASD
180,1,67,720200000.0,1,305490.0,-101.50,-115.60,2.8,201 to 500 Employees,1991.0,$500 million to $1 billion (USD),2.1,3.6,0,NYSE
181,1,104,12410000000.0,1,1850000.0,85.70,23.13,3.9,1001 to 5000 Employees,2012.0,$500 million to $1 billion (USD),3.6,4.05,0,NYSE
182,1,8,1870000000.0,0,71840.0,21.10,18.36,3.6,501 to 1000 Employees,1996.0,$100 to $500 million (USD),3.2,3.6,0,NYSE
183,1,119,5480000000.0,0,1600000.0,177.30,4.70,3.4,10000+ Employees,1968.0,$2 to $5 billion (USD),2.35,3.95,0,NASD
184,1,77,4440000000.0,1,303790.0,39.20,4.70,3.8,1001 to 5000 Employees,1985.0,$1 to $2 billion (USD),3.8,4.35,0,NYSE
185,1,13,357730000.0,1,19640.0,37.90,-649.60,4.1,201 to 500 Employees,1909.0,$50 to $100 million (USD),5.0,5.0,0,NASD
186,1,41,500440000.0,1,41700.0,85.70,29.57,3.5,1001 to 5000 Employees,1962.0,$100 to $500 million (USD),2.75,3.5,0,NASD
187,1,8,27300000000.0,0,670330.0,85.70,6.30,3.8,10000+ Employees,1894.0,$10+ billion (USD),3.75,4.45,1,NYSE
188,1,38,950210000.0,0,176860.0,-97.10,39.46,2.8,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),1.6,2.1,0,NASD
189,1,84,139430000.0,1,597640.0,85.70,195.00,3.8,201 to 500 Employees,1996.0,$100 to $500 million (USD),2.5,5.0,0,NYSE
190,1,25,383290000.0,1,215840.0,85.70,385.20,4.0,5001 to 10000 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
191,1,13,103380000.0,0,35970.0,27.90,319.20,4.0,51 to 200 Employees,1983.0,$10 to $25 million (USD),2.75,5.0,0,NASD
192,1,44,3010000000.0,1,424580.0,18.30,360.19,4.1,1001 to 5000 Employees,2004.0,$500 million to $1 billion (USD),4.55,4.9,0,NYSE
193,1,22,555440000.0,0,120920.0,-254.30,-63.83,2.6,51 to 200 Employees,1996.0,$5 to $10 billion (USD),1.1,1.7,0,NASD
194,0,17,1930000000.0,1,4190000.0000000005,28.70,410.80,4.0,201 to 500 Employees,1996.0,$50 to $100 million (USD),4.15,4.5,0,NASD
195,1,125,4550000000.0,1,3770000.0,29.60,90.60,3.8,201 to 500 Employees,2003.0,$100 to $500 million (USD),3.85,2.85,0,NASD
196,1,38,1580000000.0,1,1050000.0,95.40,9.95,3.6,5001 to 10000 Employees,2002.0,$1 to $2 billion (USD),3.55,4.45,0,NYSE
197,1,126,406300000.0,0,452100.0,-16.60,78.70,2.4,201 to 500 Employees,1987.0,$50 to $100 million (USD),1.6,1.25,0,NASD
198,1,67,1140000000.0,0,76690.0,7.50,4.70,3.8,201 to 500 Employees,1986.0,$100 to $500 million (USD),2.9,3.8,0,NASD
199,1,121,45950000.0,0,1390000.0,-5.90,56.60,2.6,1 to 50 Employees,2017.0,$100 to $500 million (USD),1.7,0.0,0,NASD
200,1,121,830830000.0,1,153900.0,85.70,46.00,3.8,501 to 1000 Employees,1970.0,$100 to $500 million (USD),3.25,3.3,0,NASD
201,1,13,718530000.0,0,80970.0,485.37,5.23,3.8,501 to 1000 Employees,1987.0,$100 to $500 million (USD),4.05,4.3,0,NASD
202,1,17,1620000000.0,0,294050.0,24.59,498.50,5.0,1 to 50 Employees,1996.0,$1 to $5 million (USD),5.0,5.0,0,NASD
203,1,88,439030000.0,1,1870000.0,0.00,681.83,4.4,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.4,5.0,0,NASD
204,1,52,1380000000.0,0,94190.0,485.37,18.86,3.5,10000+ Employees,1980.0,$1 to $2 billion (USD),3.35,3.9,0,NASD
205,1,56,3260000000.0,1,4099999.9999999995,485.37,22.40,3.9,201 to 500 Employees,2007.0,$100 to $500 million (USD),3.75,4.8,0,NYSE
206,0,38,420850000.0,0,67590.0,107.00,373.30,4.6,1 to 50 Employees,1996.0,$100 to $500 million (USD),4.6,5.0,0,NASD
207,1,9,6930000000.0,1,820380.0,485.37,-4.49,3.3,10000+ Employees,1996.0,$10+ billion (USD),2.6,3.3,0,NYSE
208,1,17,669070000.0,0,254830.0,79.70,19.49,3.8,51 to 200 Employees,2005.0,$10 to $25 million (USD),4.15,5.0,0,NASD
209,1,63,4000000000.0,1,55320.0,485.37,0.00,3.0,51 to 200 Employees,1970.0,$5 to $10 million (USD),2.7,2.7,0,NASD
210,1,50,983390000.0,0,142440.0,485.37,10.07,3.5,1001 to 5000 Employees,1947.0,$2 to $5 billion (USD),3.3,4.15,0,NASD
211,1,27,28090000000.0,1,427200.0,-24.90,312.85,4.2,1001 to 5000 Employees,2004.0,$2 to $5 billion (USD),4.2,4.5,1,NYSE
212,1,7,2350000000.0,0,1670000.0,485.37,-9.75,3.7,10000+ Employees,1892.0,$2 to $5 billion (USD),3.3,4.45,0,NYSE
213,1,70,6830000000.0,0,1520000.0,-118.80,69.20,3.2,1001 to 5000 Employees,1995.0,$1 to $2 billion (USD),2.3,1.95,0,NASD
214,1,17,409340000.0,1,81970.0,-33.20,14.20,2.9,1 to 50 Employees,1996.0,$1 to $5 million (USD),1.65,5.0,0,NASD
215,1,80,974740000.0,1,240600.0,-44.40,55.32,3.2,1001 to 5000 Employees,1988.0,$100 to $500 million (USD),2.55,3.0,0,NASD
216,1,17,593850000.0,1,137590.0,485.37,466.32,3.3,51 to 200 Employees,1992.0,$100 to $500 million (USD),1.7,2.9,0,NASD
217,1,38,424320000.0,0,58610.0,485.37,23.02,3.9,51 to 200 Employees,1996.0,$100 to $500 million (USD),4.0,5.0,0,NASD
218,1,35,125890000.0,1,404100.0,23.40,285.63,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
219,1,121,28820000000.0,0,435660.0,-5.00,498.50,4.2,1001 to 5000 Employees,1970.0,$1 to $2 billion (USD),4.3,4.85,1,NASD
220,0,0,41370000.0,0,233830.0,123.90,360.19,4.6,51 to 200 Employees,2015.0,$100 to $500 million (USD),5.0,5.0,0,NASD
221,1,57,90530000000.0,0,1100000.0,485.37,12.34,3.6,10000+ Employees,2004.0,$10+ billion (USD),3.35,3.7,1,NYSE
222,0,121,35630000.0,1,5170000.0,-38.20,0.00,2.6,201 to 500 Employees,1996.0,$50 to $100 million (USD),2.25,5.0,0,NASD
223,0,68,51780000000.0,0,1770000.0,32.50,11.64,3.8,10000+ Employees,1892.0,$10+ billion (USD),3.75,4.4,1,NYSE
224,1,126,10420000000.0,0,1110000.0,485.37,11.71,3.7,10000+ Employees,1874.0,$2 to $5 billion (USD),3.55,4.1,1,NYSE
225,1,119,726360000.0,1,252590.0,-452.40,10.77,2.5,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),2.95,2.75,0,NASD
226,1,72,447080000.0,1,166600.0,910.35,17.37,3.0,201 to 500 Employees,2020.0,$500 million to $1 billion (USD),2.3,5.0,0,NASD
227,1,81,112160000.0,1,72080.0,157.60,0.00,3.0,1001 to 5000 Employees,1929.0,$100 to $500 million (USD),1.8,1.5,0,NYSE
228,1,84,7820000000.0,0,7310000.0,37.24,24.62,3.0,1001 to 5000 Employees,2000.0,$1 to $2 billion (USD),2.8,2.7,1,NASD
229,1,8,3850000000.0,1,609040.0,28.50,7.87,3.6,201 to 500 Employees,1995.0,$500 million to $1 billion (USD),3.1,4.6,0,NYSE
230,1,23,64379999999.99999,1,892320.0,8.40,285.63,4.1,10000+ Employees,1940.0,$5 to $10 billion (USD),3.9,4.1,1,NYSE
231,1,117,49670000.0,1,589280.0,65.70,67.40,3.7,51 to 200 Employees,1996.0,$1 to $5 million (USD),5.0,5.0,0,NASD
232,1,39,540520000.0,1,152170.0,103.10,462.10,4.7,1001 to 5000 Employees,1991.0,$100 to $500 million (USD),5.0,5.0,0,NASD
