,Unnamed: 0,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index,this_next_EPS,recomend_rating
764,764,0,84,40520000000.0,1,3090000,90.25,-3.29,3.6,1,1989,3,3.6,4.45,0,2,86.96,7.2
765,765,1,20,2130000000.0,0,1010000,-322.9,42.79,2.8,1,1996,4,2.25,5.0,0,2,-280.10999999999996,5.05
766,766,1,8,3700000000.0,1,122650,-43.6,12.79,3.6,3,1986,4,3.3,3.8,0,2,-30.810000000000002,6.9
767,767,1,130,698890000.0,1,500420,259.4,-92.61,3.3,2,1894,10,2.35,2.3,0,1,166.78999999999996,5.65
768,768,1,17,1610000000.0,0,1320000,90.25,-10.6,3.4,6,2008,4,3.0,4.5,0,1,79.65,6.4
769,769,0,35,220670000.0,1,50070,-2.6,-32.0,2.9,5,2006,2,2.55,2.2,0,1,-34.6,5.449999999999999
770,770,1,114,390250000.0,0,268510,-149.7,151.53,3.2,2,1996,4,1.9,2.8,0,1,1.8300000000000125,5.1
771,771,1,84,2870000000.0,1,2670000,90.25,537.98,4.4,5,1996,4,4.45,4.5,0,2,628.23,8.850000000000001
772,772,1,61,8080000000.0,0,206350,40.5,10.72,3.8,1,2004,5,3.8,4.25,0,1,51.22,7.6
773,773,1,43,1180000000.0,1,54510,-31.7,18.64,3.4,2,1982,5,2.9,3.4,0,1,-13.059999999999999,6.3
774,774,0,35,656520000.0,1,235290,-61.5,0.0,1.5,6,1996,1,0.0,5.0,0,2,-61.5,1.5
775,775,1,1,97380000.0,0,22140,-39.5,33.33,3.9,2,1996,4,3.6,3.35,0,1,-6.170000000000002,7.5
776,776,1,29,1610000000.0,0,136840,90.1,10.47,3.0,2,2005,10,2.5,2.5,0,2,100.57,5.5
777,777,1,35,231420000.0,1,956530,510.3,997.5,5.0,0,2012,11,5.0,5.0,0,1,1507.8,10.0
778,778,0,39,218050000.0,1,70520,227.1,400.25,3.2,2,2011,4,2.85,2.85,0,2,627.35,6.050000000000001
779,779,1,84,6130000000.0,1,8730000,-69.3,-0.92,2.8,5,1996,0,2.1,2.85,1,2,-70.22,4.9
780,780,1,17,349940000.0,1,270330,708.5,289.54,4.0,0,2014,4,5.0,5.0,0,1,998.04,9.0
781,781,1,116,6420000000.0,1,377600,708.5,285.63,4.4,4,1966,0,4.25,4.75,0,1,994.13,8.65
782,782,1,118,1640000000.0,1,530750,80.3,8.86,3.0,2,1947,4,2.45,2.05,0,1,89.16,5.45
783,783,1,121,47400000000.0,0,9640000,519.5,399.64,4.4,5,2012,4,4.25,4.5,0,1,919.14,8.65
784,784,1,15,3780000000.0,0,31240,32.3,5.02,3.3,1,1902,5,2.95,3.25,0,1,37.31999999999999,6.25
785,785,1,101,9560000000.0,1,1970000,-54.7,27.54,3.2,1,1903,0,3.1,3.9,0,2,-27.160000000000004,6.300000000000001
786,786,1,38,779370000.0,0,249430,212.1,43.31,3.4,3,2002,4,3.25,2.9,0,1,255.41,6.65
787,787,1,6,6400000000.0,0,405290,895.36,537.98,4.0,4,1938,5,3.8,4.35,0,1,1433.3400000000001,7.8
788,788,1,26,4030000000.0,1,2660000,36.2,19.55,3.7,1,1965,7,3.7,4.4,0,1,55.75,7.4
789,789,1,121,5590000000.0,1,1250000,30.4,324.5,4.0,2,2012,10,3.65,4.15,0,2,354.9,7.65
790,790,1,84,77890000000.0,0,8950000,708.5,444.5,4.0,1,1996,3,3.6,3.25,1,2,1153.0,7.6
791,791,1,103,5900000000.0,0,355230,-4.9,9.38,3.8,3,2001,4,3.6,4.0,0,2,4.48,7.4
792,792,1,50,1970000000.0,0,477630,11.0,13.57,3.2,4,1888,3,2.6,3.6,0,1,24.57,5.800000000000001
793,793,1,98,90600000.0,1,279080,96.0,122.6,3.4,2,1996,4,3.8,5.0,0,2,218.6,7.199999999999999
794,794,1,17,2620000000.0,1,538060,11.1,25.16,3.7,6,1996,9,3.55,5.0,0,1,36.26,7.25
795,795,1,59,6180000000.0,0,6990000,72.1,140.0,3.1,1,1904,3,2.4,2.4,0,2,212.1,5.5
796,796,1,121,17240000000.0,0,1290000,-80.7,123.6,4.3,2,2006,4,4.3,4.65,0,1,42.89999999999999,8.6
797,797,1,39,5640000000.0,1,1470000,-43.0,0.0,3.9,5,2012,4,3.75,4.55,0,2,-43.0,7.65
798,798,1,22,1030000000.0,0,728990,90.25,635.87,4.4,5,1918,4,4.45,5.0,0,1,726.12,8.850000000000001
799,799,0,107,10120000000.0,0,3900000,-15.8,11.2,2.9,1,1881,7,2.05,2.85,0,2,-4.600000000000001,4.949999999999999
800,800,0,3,3260000000.0,0,363020,-345.6,-649.6,4.3,2,1996,4,4.7,4.75,0,2,-995.2,9.0
801,801,0,19,681220000.0,1,18190,-56.2,485.3,4.2,2,1996,4,5.0,5.0,0,2,429.1,9.2
802,802,0,71,67320000000.0,0,4930000,26.3,362.2,4.0,4,2010,4,3.9,4.3,0,2,388.5,7.9
803,803,0,6,7540000000.0,1,1920000,72.1,22.08,3.5,4,1981,5,3.2,3.9,0,2,94.17999999999999,6.7
804,804,1,124,30090000000.0,0,1020000,19.0,9.47,3.4,4,1982,0,3.15,4.0,1,1,28.47,6.55
805,805,1,11,480310000.0,0,113480,-503.2,223.5,3.6,1,1960,5,3.4,4.1,0,2,-279.7,7.0
806,806,1,41,104910000.0,1,797130,240.8,0.0,3.6,6,1984,2,5.0,5.0,0,1,240.8,8.6
807,807,1,56,489230000.0,1,67870,-31.2,-14.74,2.7,2,1978,4,2.35,2.7,0,1,-45.94,5.050000000000001
808,808,1,33,105370000.0,1,19270,302.0,-37.48,3.8,5,1991,4,3.95,4.75,0,1,264.52,7.75
809,809,1,104,12930000000.0,1,741250,895.36,360.18699999999995,4.7,2,1982,10,4.7,4.95,0,2,1255.547,9.4
810,810,1,87,26760000000.0,1,229270,-2.2,31.29,3.7,5,1996,0,3.55,2.75,0,0,29.09,7.25
811,811,1,126,5020000000.0,0,259360,39.9,18.95,3.3,1,1855,5,2.25,3.4,0,2,58.849999999999994,5.55
812,812,1,30,633610000.0,0,47340,21.2,6.73,3.9,6,1986,4,3.0,5.0,0,1,27.93,6.9
813,813,1,17,248850000.0,0,3100000,-27.4,10.6,3.6,6,2014,1,2.8,3.95,0,1,-16.799999999999997,6.4
814,814,1,27,8570000000.0,0,855930,294.2,436.6,4.0,5,1962,4,4.0,4.45,0,1,730.8,8.0
815,815,1,68,474130000.0,0,5470,129.5,7.46,3.4,4,1941,0,2.9,4.15,0,2,136.96,6.3
816,816,1,119,10690000000.0,1,1460000,-217.7,23.3,3.4,4,1987,0,2.85,4.55,0,1,-194.39999999999998,6.25
817,817,0,144,54230000.0,1,129370,128.2,498.5,5.0,0,2001,9,5.0,5.0,0,1,626.7,10.0
818,818,0,19,38300000000.0,1,504240,-29.6,8.48,3.7,1,1970,3,3.6,4.25,0,2,-21.12,7.300000000000001
819,819,1,7,4410000000.0,1,687660,-57.2,6.25,3.7,1,1865,5,3.35,4.35,0,2,-50.95,7.050000000000001
820,820,1,17,1090000000.0,1,3460000,36.6,498.5,4.4,0,2000,2,4.55,5.0,0,1,535.1,8.95
821,821,1,84,1350000000.0,0,2440000,500.2,630.45,4.5,6,1996,4,5.0,5.0,0,2,1130.65,9.5
822,822,1,35,17910000000.0,1,615160,41.9,15.23,3.5,1,1947,5,3.2,3.85,1,2,57.129999999999995,6.7
823,823,1,17,288750000.0,0,455730,57.2,410.8,4.0,0,1996,11,5.0,5.0,0,1,468.0,9.0
824,824,1,9,897870000.0,0,48770,9.8,2.96,3.8,2,1981,10,3.45,5.0,0,1,12.760000000000002,7.25
825,825,1,121,4100000000.0,1,434430,-120.6,17.01,3.8,2,2019,4,3.65,5.0,0,1,-103.58999999999999,7.449999999999999
826,826,0,26,312680000.0,1,916460,-621.5,0.0,3.8,2,1996,4,3.8,4.7,0,1,-621.5,7.6
827,827,1,17,815760000.0,1,155850,90.25,285.63,5.0,6,2008,4,5.0,5.0,0,1,375.88,10.0
828,828,1,51,6560000000.0,1,1620000,174.1,12.81,3.6,2,2002,0,3.2,4.1,0,1,186.91,6.800000000000001
829,829,1,81,1930000000.0,0,352230,-99.3,79.4,2.8,2,1889,5,2.45,1.35,0,2,-19.89999999999999,5.25
830,830,1,27,2850000000.0,0,2670000,13.1,10.87,3.3,5,1994,10,2.95,3.9,0,1,23.97,6.25
831,831,1,70,38490000.0,1,725260,-93.9,0.0,2.9,0,1996,4,2.5,5.0,0,1,-93.9,5.4
832,832,0,0,2310000000.0,1,694210,500.2,354.5,4.0,2,2005,5,4.05,4.7,0,1,854.7,8.05
833,833,1,119,4560000000.0,0,523930,37.2,399.64,4.4,2,1984,0,4.5,4.8,0,1,436.84,8.9
834,834,1,68,2170000000.0,1,41460,0.2,0.0,3.1,2,1987,10,2.45,3.45,0,1,0.2,5.550000000000001
835,835,1,17,106090000.0,1,341900,87.2,18.3,3.8,6,2014,4,3.65,5.0,0,1,105.5,7.449999999999999
836,836,1,122,54660000000.0,0,3820000,55.6,285.63,4.3,2,2011,10,4.1,4.9,0,1,341.23,8.399999999999999
837,837,1,6,77860000.0,1,19330,-9.2,-2.53,2.8,6,1957,9,5.0,5.0,0,1,-11.729999999999999,7.8
838,838,1,78,1110000000.0,1,217090,-172.0,485.3,4.1,5,1984,4,4.4,4.55,0,2,313.3,8.5
839,839,0,12,26990000000.0,0,8350000,-20.1,87.19,3.9,1,1856,3,3.9,4.2,0,2,67.09,7.8
840,840,1,17,111880000.0,0,26900,-142.9,175.0,2.8,6,2007,6,1.5,1.9,0,1,32.099999999999994,4.3
841,841,1,110,34200000000.0,0,212970,-31.1,29.18,3.1,2,1987,0,2.45,3.05,0,1,-1.9200000000000017,5.550000000000001
842,842,1,122,1460000000.0,0,166750,-28.7,2.15,3.5,6,1999,1,3.55,3.95,0,1,-26.55,7.05
843,843,1,78,1690000000.0,1,198470,51.9,285.63,4.2,5,2000,4,4.4,4.5,0,1,337.53,8.600000000000001
844,844,0,123,2340000000.0,1,1850000,-16.2,143.74,3.4,4,2001,5,3.3,4.45,0,1,127.54,6.699999999999999
845,845,1,20,9230000000.0,1,287830,-28.4,18.57,3.6,1,1917,5,2.5,4.0,0,2,-9.829999999999998,6.1
846,846,1,56,311200000.0,1,1070000,-49.0,399.64,4.3,3,2008,4,4.05,4.45,0,2,350.64,8.35
847,847,1,121,3370000000.0,0,390730,-832.0,8.29,3.6,2,1999,10,3.1,3.65,0,1,-823.71,6.7
848,848,1,52,369850000.0,1,1030000,-3.0,60.7,3.4,5,2014,4,2.5,2.8,0,2,57.7,5.9
849,849,1,110,1010000000.0,0,50250,708.5,436.6,4.0,3,1970,4,3.65,4.35,0,2,1145.1,7.65
850,850,1,18,523630000.0,0,74290,-24.1,33.3,3.4,0,1996,4,2.3,5.0,0,1,9.199999999999996,5.699999999999999
851,851,0,20,505980000.0,1,164120,-43.9,32.1,2.3,2,1996,0,0.95,0.0,0,1,-11.799999999999997,3.25
852,852,1,35,1820000000.0,0,266400,708.5,360.18699999999995,5.0,6,1996,4,5.0,5.0,0,1,1068.687,10.0
853,853,0,5,2560000000.0,0,1020000,-136.6,55.92,3.8,1,1996,7,3.1,4.25,0,2,-80.67999999999999,6.9
854,854,1,77,85340000.0,0,24720,90.25,-256.6,3.2,4,1997,4,2.7,3.35,0,2,-166.35000000000002,5.9
855,855,1,94,660450000.0,0,85330,-10.4,7.36,2.9,2,1991,4,2.25,3.15,0,2,-3.04,5.15
856,856,1,8,515090000.0,1,144930,319.2,150.48,5.0,6,1996,6,5.0,5.0,0,1,469.67999999999995,10.0
857,857,1,126,1810000000.0,1,55180,-7.8,19.78,2.4,5,1996,4,0.0,5.0,0,1,11.98,2.4
858,858,1,107,71350000000.0,1,3670000,-13.7,13.01,2.6,1,1978,3,1.5,1.25,1,1,-0.6899999999999995,4.1
859,859,1,124,37100000000.0,1,368090,1.6,1.79,3.6,1,1968,7,3.1,4.05,1,1,3.39,6.7
860,860,1,13,712580000.0,1,43710,90.25,-20.95,3.8,2,1980,4,3.15,4.4,0,1,69.3,6.949999999999999
861,861,1,61,26700000.0,0,194600,90.25,-11.1,3.0,6,2004,6,2.05,3.85,0,0,79.15,5.05
862,862,1,61,147800000.0,0,74190,79.7,26.79,3.3,2,1966,4,2.85,3.2,0,1,106.49000000000001,6.15
863,863,1,75,79170000.0,0,349620,-309.0,11.76,3.1,6,1995,6,2.5,5.0,0,1,-297.24,5.6
864,864,1,17,216330000.0,1,1110000,-6.8,54.3,3.4,0,1992,4,1.9,5.0,0,1,47.5,5.3
865,865,0,121,113780000.0,1,272290,-31.7,150.48,4.2,3,1996,4,3.75,5.0,0,2,118.77999999999999,7.95
866,866,1,38,18470000000.0,1,1060000,20.6,17.35,3.5,1,2007,5,3.1,4.1,1,2,37.95,6.6
867,867,1,131,210490000.0,0,21170,500.2,360.18699999999995,4.6,2,1972,4,5.0,5.0,0,2,860.387,9.6
868,868,1,33,670800000.0,0,193880,708.5,399.64,4.6,2,1997,0,4.65,4.85,0,2,1108.1399999999999,9.25
869,869,1,78,809980000.0,0,220150,-63.3,69.23,3.3,3,1998,4,2.8,5.0,0,1,5.930000000000007,6.1
870,870,1,103,5500000000.0,1,931350,38.0,-1.28,3.8,3,1962,4,3.4,4.45,0,2,36.72,7.199999999999999
871,871,1,144,2230000000.0,1,875550,-382.1,7.96,3.5,2,1983,0,3.05,3.75,0,2,-374.14000000000004,6.55
872,872,0,17,12500000000.0,0,1280000,-28.2,386.57,3.9,6,1995,2,3.5,5.0,0,1,358.37,7.4
873,873,1,13,2810000000.0,0,463530,-12.5,-6.71,3.3,5,1974,3,2.7,2.8,0,1,-19.21,6.0
874,874,1,113,1970000000.0,1,45300,-1.8,31.18,2.6,4,2003,0,1.65,1.9,0,1,29.38,4.25
875,875,1,13,242200000.0,1,40720,2.0,-10.49,3.7,3,2000,9,4.0,4.5,0,1,-8.49,7.7
876,876,0,86,19630000000.0,0,9070000,-208.5,26.29,2.6,2,2009,3,1.95,2.6,0,2,-182.21,4.55
877,877,1,124,254360000.0,1,39430,-122.3,259.2,3.7,2,2014,1,4.25,4.45,0,2,136.89999999999998,7.95
878,878,1,56,3510000000.0,0,665570,98.2,17.51,3.3,4,2019,5,3.0,4.15,0,1,115.71000000000001,6.3
879,879,1,11,355100000.0,1,291910,-316.7,31.4,3.4,4,2000,10,3.45,2.35,0,1,-285.3,6.85
880,880,1,91,1120000000.0,0,110710,895.36,415.0,4.0,2,1924,0,4.0,5.0,0,1,1310.3600000000001,8.0
881,881,1,88,2140000000.0,0,941990,-167.4,162.0,2.8,2,2006,5,2.25,3.9,0,2,-5.400000000000006,5.05
882,882,1,136,332270000.0,1,76720,-390.5,6.65,3.3,0,1996,4,5.0,5.0,0,1,-383.85,8.3
883,883,1,121,3590000000.0,0,367890,-438.3,21.25,3.6,2,1996,10,3.35,4.05,0,1,-417.05,6.95
884,884,1,13,198000000.0,1,28910,-54.2,0.0,3.6,3,1864,0,3.45,5.0,0,1,-54.2,7.050000000000001
885,885,1,17,940230000.0,1,977000,-16.0,285.63,4.3,0,1996,11,5.0,5.0,0,0,269.63,9.3
886,886,1,71,49260000000.0,0,1480000,-7.6,61.8,3.5,4,2013,4,3.1,4.1,0,2,54.199999999999996,6.6
887,887,1,134,25220000.0,0,5390,708.5,290.3,4.0,3,1927,6,5.0,5.0,0,0,998.8,9.0
888,888,1,1,41710000.0,0,98600,70.5,26.67,3.1,3,1980,9,2.0,5.0,0,0,97.17,5.1
889,889,1,126,28480000.0,0,35190,5.1,0.0,3.5,6,1982,2,4.0,4.85,0,1,5.1,7.5
890,890,1,86,200000000000.0,1,9770000,-291.9,285.63,4.1,1,1879,3,4.15,4.5,1,2,-6.269999999999982,8.25
891,891,1,126,4860000000.0,1,183570,-32.9,9.59,3.6,1,1929,5,3.3,3.45,0,2,-23.31,6.9
892,892,1,143,5190000000.0,0,211070,313.6,25.45,3.2,5,2018,4,2.85,4.3,0,2,339.05,6.050000000000001
893,893,1,111,3280000000.0,1,1280000,290.3,-4.1,3.0,1,1966,5,2.25,2.65,0,2,286.2,5.25
894,894,1,110,3900000000.0,0,894370,44.4,30.81,3.8,1,1917,4,3.7,4.4,0,2,75.21,7.5
895,895,1,142,2800000000.0,0,211530,86.2,4.96,3.6,2,1926,10,3.85,5.0,0,2,91.16,7.45
896,896,0,19,11340000000.0,1,8470000,180.0,385.2,4.0,1,1996,3,3.95,4.45,0,2,565.2,7.95
897,897,1,130,102950000.0,1,33110,522.7,66.67,3.3,6,1995,2,2.5,3.2,0,1,589.37,5.8
898,898,1,106,1330000000.0,0,2440000,-71.7,0.0,2.8,1,1983,4,2.25,3.05,0,2,-71.7,5.05
899,899,1,91,18180000.0,0,296870,110.5,0.0,3.8,6,1996,6,3.4,3.4,0,1,110.5,7.199999999999999
900,900,1,116,254160000.0,0,81140,-622.8,25.72,2.5,6,1984,9,1.2,0.0,0,1,-597.0799999999999,3.7
901,901,0,122,5510000000.0,1,463700,90.25,352.5,4.4,2,1999,4,4.45,4.8,0,1,442.75,8.850000000000001
902,902,1,17,57070000.0,0,140790,65.3,334.8,4.0,0,1996,1,5.0,5.0,0,1,400.1,9.0
903,903,1,17,132770000.0,0,1260000,43.0,23.7,3.7,6,2018,8,3.2,5.0,0,1,66.7,6.9
904,904,0,126,722590000.0,0,29080,-9.3,6.34,3.0,2,1996,5,5.0,5.0,0,2,-2.960000000000001,8.0
905,905,0,76,1430000000.0,1,509220,90.25,498.5,4.4,6,1996,4,4.0,5.0,0,2,588.75,8.4
906,906,1,41,53640000.0,0,42480,-230.5,11.1,2.5,6,1969,6,1.6,2.95,0,1,-219.4,4.1
907,907,1,27,295540000.0,0,178830,150.8,13.79,3.9,2,1968,10,3.8,4.2,0,1,164.59,7.699999999999999
908,908,1,3,28620000000.0,0,11270000,708.5,498.5,4.4,1,1928,3,4.55,4.75,1,2,1207.0,8.95
909,909,1,11,3280000000.0,1,1010000,-113.8,34.75,3.4,1,1904,7,3.35,4.05,0,2,-79.05,6.75
910,910,0,70,2980000000.0,0,425190,708.5,498.5,4.4,3,1996,4,5.0,5.0,0,2,1207.0,9.4
911,911,1,121,979710000.0,0,616490,22.1,17.22,3.6,1,1859,5,3.4,4.35,0,2,39.32,7.0
912,912,1,7,1120000000.0,0,1370000,-634.4,107.58,3.7,1,1991,11,3.75,5.0,0,2,-526.8199999999999,7.45
913,913,1,126,7570000000.0,0,492880,-8.7,15.56,3.8,1,1915,5,4.0,4.5,0,2,6.860000000000001,7.8
914,914,1,1,612380000.0,1,49950,-11.2,25.23,3.2,2,1849,10,2.3,3.4,0,2,14.030000000000001,5.5
915,915,1,13,1340000000.0,1,144380,-11.9,72.18,3.4,3,1864,4,3.25,3.7,0,1,60.28000000000001,6.65
916,916,1,87,5880000000.0,1,693830,-67.7,22.82,3.4,2,2005,7,2.8,3.75,0,2,-44.88,6.199999999999999
917,917,1,17,2100000000.0,1,427030,-6.5,399.64,4.1,6,2003,1,3.05,5.0,0,1,393.14,7.1499999999999995
918,918,1,103,6160000000.0,0,1310000,-86.5,105.51,3.6,5,1971,10,3.85,4.4,0,2,19.010000000000005,7.45
919,919,1,27,75140000000.0,0,2410000,-31.1,373.3,4.2,1,1984,3,4.35,4.7,0,2,342.2,8.55
920,920,1,84,3590000000.0,1,1020000,117.0,106.02,3.2,2,1990,10,2.45,2.1,0,2,223.01999999999998,5.65
921,921,1,115,1050000000.0,1,481250,-104.4,69.95,3.4,4,1953,4,2.75,3.35,0,1,-34.45,6.15
922,922,0,16,112000000000.0,0,392820,-54.0,352.5,4.1,1,1997,3,4.05,4.8,0,2,298.5,8.149999999999999
923,923,1,17,72500000.0,0,1720000,83.0,471.95,4.2,1,1939,4,4.35,4.7,0,1,554.95,8.55
924,924,1,113,2330000000.0,0,177860,116.9,36.09,3.0,3,2009,4,2.7,3.65,0,1,152.99,5.7
925,925,1,22,961700000.0,1,233470,-169.7,4.56,3.1,2,2016,4,2.4,3.2,0,2,-165.14,5.5
926,926,1,33,34520000000.0,0,2130000,-60.4,12.5,3.9,2,1985,6,3.85,4.4,1,2,-47.9,7.75
927,927,1,65,455790000.0,0,66050,9.4,6.81,3.5,5,1889,10,3.0,4.4,0,1,16.21,6.5
928,928,1,26,642040000.0,1,203260,-18.4,106.55,3.3,5,1985,4,2.55,3.1,0,1,88.15,5.85
929,929,1,117,91610000.0,0,4490000,86.1,0.0,3.0,6,1996,2,2.05,2.35,0,1,86.1,5.05
930,930,1,35,16770000000.0,0,1180000,70.7,-27.88,3.5,1,1967,7,3.3,4.1,1,2,42.82000000000001,6.8
931,931,1,113,32100000000.0,0,3220000,49.5,12.28,3.5,4,1978,3,2.8,4.2,1,2,61.78,6.3
932,932,1,8,539960000.0,1,10630,-24.8,0.0,3.8,6,2000,6,3.1,3.45,0,1,-24.8,6.9
933,933,1,35,183000000000.0,1,2470000,49.8,365.9,4.0,1,1984,3,3.7,4.4,1,2,415.7,7.7
934,934,1,128,138850000.0,1,166540,-355.8,150.48,4.1,3,2007,4,3.75,4.05,0,2,-205.32000000000002,7.85
935,935,1,115,1460000000.0,0,281490,-210.0,11.52,3.6,5,2007,10,3.2,3.05,0,2,-198.48,6.800000000000001
936,936,1,119,3320000000.0,0,288470,-36.3,7.24,3.0,2,1959,10,2.15,1.85,0,1,-29.059999999999995,5.15
937,937,1,45,312000000000.0,0,8740000,500.2,444.5,4.0,1,1923,3,4.05,3.85,1,2,944.7,8.05
938,938,1,45,14060000000.0,1,16230000,-37.1,16.45,3.9,1,1985,7,3.85,4.25,1,1,-20.650000000000002,7.75
939,939,1,45,1330000000.0,1,9250000,-11.6,14.1,3.9,1,1985,7,3.85,4.25,1,1,2.5,7.75
940,940,1,45,21110000000.0,1,3440000,15.9,-18.71,3.1,1,1980,3,2.3,2.65,1,1,-2.8100000000000005,5.4
941,941,1,50,80170000.0,0,670,-107.4,0.0,2.9,5,1981,0,2.35,2.5,0,0,-107.4,5.25
942,942,1,97,467170000.0,0,4690,-116.0,0.0,2.4,3,1987,6,1.3,1.2,0,1,-116.0,3.7
943,943,1,88,1560000000.0,0,822430,-312.9,152.4,3.2,2,2001,3,3.05,3.05,0,2,-160.49999999999997,6.25
944,944,1,53,19460000000.0,0,17390000,708.5,150.48,4.4,2,2012,4,4.6,4.9,0,1,858.98,9.0
945,945,1,127,7960000000.0,0,1790000,71.4,-17.82,3.7,1,1948,7,3.7,4.5,0,2,53.580000000000005,7.4
946,946,1,6,203060000.0,0,26810,-231.0,11.94,2.3,4,1999,4,0.6,3.35,0,0,-219.06,2.9
947,947,1,45,9760000000.0,1,454280,-34.2,399.64,4.3,2,1965,0,4.4,4.55,0,2,365.44,8.7
948,948,1,103,43890000000.0,0,1300000,708.5,462.1,4.4,2,2004,0,4.35,4.75,1,2,1170.6,8.75
949,949,1,7,530710000.0,1,210500,-28.1,40.85,3.7,2,1989,10,3.1,4.05,0,1,12.75,6.800000000000001
950,950,1,36,22930000000.0,0,2000000,62.9,13.97,3.2,1,1996,3,2.35,2.8,1,1,76.87,5.550000000000001
951,951,1,0,1770000000.0,1,241080,104.5,4.99,3.4,4,1915,0,3.0,3.5,0,2,109.49,6.4
952,952,1,27,3190000000.0,0,4100000,-396.1,285.63,4.3,3,2015,4,4.2,4.25,0,2,-110.47000000000003,8.5
953,953,1,84,552760000.0,1,60490,-59.2,0.0,3.3,0,1996,6,2.8,5.0,0,1,-59.2,6.1
954,954,1,61,528700000.0,1,160620,-22.1,13.3,3.4,3,1995,2,2.9,3.45,0,1,-8.8,6.3
955,955,1,0,597020000.0,1,77320,-32.2,373.3,4.2,1,1939,4,4.35,4.7,0,2,341.1,8.55
956,956,1,35,1310000000.0,0,1180000,26.1,-10.4,3.3,6,1995,1,3.1,5.0,0,1,15.700000000000001,6.4
957,957,1,61,9020000000.0,0,1820000,65.1,11.7,3.5,2,1841,4,2.85,3.8,0,2,76.8,6.35
958,958,1,17,8840000000.0,0,512500,130.5,-12.6,3.7,6,1996,11,3.35,5.0,0,1,117.9,7.050000000000001
959,959,1,125,1950000000.0,1,2980000,50.0,60.0,3.9,6,1996,4,5.0,5.0,0,2,110.0,8.9
960,960,1,99,4060000000.0,1,2060000,895.36,485.3,4.7,0,1996,4,5.0,5.0,0,2,1380.66,9.7
961,961,1,122,4990000000.0,1,565050,708.5,650.87,4.5,5,2012,4,4.6,4.7,0,2,1359.37,9.1
962,962,1,121,51370000000.0,0,2920000,500.2,462.1,4.6,4,2003,0,4.6,4.9,0,1,962.3,9.2
963,963,0,59,55080000.0,0,976630,-694.3,525.0,1.0,2,2003,4,0.0,5.0,0,1,-169.29999999999995,1.0
964,964,1,121,2420000000.0,0,399230,36.8,352.5,4.4,5,2010,4,4.25,4.45,0,1,389.3,8.65
965,965,1,20,2660000000.0,1,126700,57.9,15.35,3.4,4,1928,5,3.3,4.55,0,2,73.25,6.699999999999999
966,966,1,11,3130000000.0,1,114870,28.8,10.63,3.2,2,1918,10,2.6,3.6,0,1,39.43,5.800000000000001
967,967,1,126,20380000000.0,1,658930,1.9,8.9,3.4,1,1955,7,2.95,4.35,1,2,10.8,6.35
968,968,1,23,46290000000.0,1,4410000,167.4,285.63,4.1,1,1897,3,4.2,4.35,1,2,453.03,8.3
969,969,1,122,10170000000.0,1,844830,6.8,8.7,3.8,1,1982,5,4.05,4.5,0,1,15.5,7.85
970,970,0,70,2690000000.0,1,2740000,500.2,324.5,4.0,2,1996,4,0.0,5.0,0,1,824.7,4.0
971,971,1,115,17690000000.0,1,585690,29.7,15.52,3.5,1,1960,0,3.1,3.5,1,2,45.22,6.6
972,972,0,118,4370000000.0,1,2670000,324.5,420.12,4.0,2,1996,0,5.0,5.0,0,2,744.62,9.0
973,973,0,54,903000000.0,1,266600,601.8,312.85,5.0,0,1996,4,5.0,5.0,0,2,914.65,10.0
974,974,1,101,17990000000.0,1,1910000,708.5,319.2,4.0,3,1972,10,3.35,5.0,1,2,1027.7,7.35
975,975,1,100,2080000000.0,1,1830000,500.2,399.64,5.0,0,1996,10,5.0,5.0,0,2,899.8399999999999,10.0
976,976,1,35,341180000.0,1,269670,39.8,650.87,4.7,6,1996,4,4.8,5.0,0,1,690.67,9.5
977,977,1,17,2500000000.0,1,736450,13.7,373.3,4.6,6,2007,4,4.75,4.95,0,1,387.0,9.35
978,978,1,85,1290000000.0,0,211630,-300.0,120.0,3.5,2,1981,10,2.25,3.35,0,2,-180.0,5.75
979,979,1,38,393230000.0,0,779340,-40.1,-160.0,2.6,6,1998,2,1.65,0.0,0,1,-200.1,4.25
980,980,1,9,4760000000.0,0,495120,-154.3,17.91,2.5,2,2006,4,1.85,2.15,0,1,-136.39000000000001,4.35
981,981,1,72,321330000.0,0,2560000,-2.3,-4.0,2.9,2,1996,4,1.7,0.7,0,2,-6.3,4.6
982,982,0,94,5270000000.0,0,1150000,64.7,25.61,3.6,4,1996,5,3.1,4.2,0,1,90.31,6.7
983,983,0,121,5580000000.0,0,88410,36.1,352.5,4.2,2,1981,4,4.25,4.9,0,1,388.6,8.45
984,984,1,136,437330000.0,0,466030,-99.8,194.74,1.9,2,1996,4,0.0,5.0,0,1,94.94000000000001,1.9
985,985,1,121,1680000000.0,0,378090,133.6,308.9,4.0,4,2007,10,3.35,4.5,0,1,442.5,7.35
986,986,1,119,365920000.0,1,160560,500.2,285.63,4.4,3,1987,4,4.95,4.95,0,1,785.8299999999999,9.350000000000001
987,987,1,124,46030000.0,1,3270000,119.4,19.4,3.6,6,1984,2,0.0,5.0,0,0,138.8,3.6
