,Unnamed: 0,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index,this_next_EPS,recomend_rating
1639,1639,1,126,18850000000.0,0,2250000,-111.4,352.5,4.1,1,1859,7,4.1,4.6,1,2,241.1,8.2
1640,1640,1,31,2650000000.0,0,519100,73.1,285.63,4.4,2,1990,0,4.5,4.95,0,1,358.73,8.9
1641,1641,1,130,5290000000.0,1,930320,68.4,100.0,3.3,3,2000,4,2.45,2.9,0,1,168.4,5.75
1642,1642,1,78,108780000.0,1,84360,28.9,58.2,3.2,6,1989,6,2.5,3.2,0,1,87.1,5.7
1643,1643,1,106,12810000000.0,0,2220000,27.8,9.07,3.5,1,1951,5,2.9,3.6,1,2,36.870000000000005,6.4
1644,1644,1,78,356540000.0,0,17750,677.48,312.85,4.5,6,2005,6,5.0,5.0,0,1,990.33,9.5
1645,1645,1,13,74100000.0,0,3620,33.8,0.0,3.6,1,1783,7,3.45,4.3,0,1,33.8,7.050000000000001
1646,1646,0,108,488880000.0,1,84960,91.2,0.0,3.7,6,1996,4,3.2,3.6,0,2,91.2,6.9
1647,1647,1,104,1820000000.0,0,707870,-69.3,40.38,3.4,3,2016,4,2.8,4.5,0,2,-28.919999999999995,6.199999999999999
1648,1648,1,80,1900000000.0,1,761550,26.9,19.1,3.6,5,2008,9,3.05,4.3,0,1,46.0,6.65
1649,1649,1,38,1900000000.0,1,1720000,74.9,444.5,4.2,3,1996,4,4.35,4.05,0,1,519.4,8.55
1650,1650,1,13,3400000000.0,0,1970000,26.2,10.22,3.3,2,1926,10,2.5,3.3,0,1,36.42,5.8
1651,1651,1,61,95470000.0,1,24810,213.2,12.9,3.8,6,2006,2,3.3,4.55,0,0,226.1,7.1
1652,1652,1,0,14190000.0,0,263470,15.7,0.0,3.4,6,1990,6,2.9,3.35,0,1,15.7,6.3
1653,1653,1,116,35260000.0,0,1940000,-84.9,0.0,2.3,6,1984,2,0.25,0.3,0,1,-84.9,2.55
1654,1654,1,80,113910000.0,0,1830000,33.5,-33.3,3.4,0,1996,8,2.8,5.0,0,0,0.20000000000000284,6.199999999999999
1655,1655,1,80,103000000000.0,1,546500,677.48,373.3,4.6,4,1995,5,4.65,4.95,1,1,1050.78,9.25
1656,1656,1,1,101720000.0,1,24910,-74.9,0.0,2.5,6,1988,6,1.35,1.05,0,1,-74.9,3.85
1657,1657,1,13,234670000.0,0,43240,-23.5,5.12,3.4,6,1996,6,3.55,5.0,0,1,-18.38,6.949999999999999
1658,1658,1,123,102110000.0,0,402240,45.1,285.63,5.0,0,1996,4,5.0,5.0,0,1,330.73,10.0
1659,1659,1,61,19880000000.0,1,713820,15.6,-3.04,3.8,1,1979,5,3.65,4.25,1,2,12.559999999999999,7.449999999999999
1660,1660,1,17,3650000000.0,0,490910,-20.5,41.2,3.2,0,1996,11,2.4,5.0,0,1,20.700000000000003,5.6
1661,1661,1,78,2940000000.0,0,137250,-15.5,19.2,3.5,4,1947,0,3.45,4.3,0,2,3.6999999999999993,6.95
1662,1662,1,26,310790000.0,0,247740,126.2,58.0,3.6,3,1987,9,3.45,5.0,0,1,184.2,7.050000000000001
1663,1663,1,67,323650000.0,1,3100,25.3,501.26,4.2,3,1973,4,3.8,4.05,0,1,526.56,8.0
1664,1664,0,78,353960000.0,0,36370,-43.0,58.4,3.2,0,1996,4,2.45,5.0,0,1,15.399999999999999,5.65
1665,1665,1,17,872690000.0,0,411760,677.48,362.2,4.0,0,1996,4,5.0,5.0,0,1,1039.68,9.0
1666,1666,0,93,44950000.0,0,4770000,-307.9,0.0,2.5,6,1996,6,1.85,0.0,0,0,-307.9,4.35
1667,1667,1,116,4200000000.0,0,415600,-217.5,29.06,3.8,4,1977,5,3.7,4.45,0,1,-188.44,7.5
1668,1668,0,26,612080000.0,0,56430,136.6,24.47,3.6,2,1996,10,3.6,4.9,0,1,161.07,7.2
1669,1669,1,126,7440000000.0,0,530430,-81.9,14.81,3.7,1,1920,5,3.05,3.0,0,2,-67.09,6.75
1670,1670,0,13,60400000000.0,0,37410000,677.48,373.3,4.4,1,1903,3,4.55,4.65,0,2,1050.78,8.95
1671,1671,1,126,69330000000.0,1,1060000,-14.4,9.66,3.8,1,1912,3,3.85,4.4,1,2,-4.74,7.65
1672,1672,1,1,162390000.0,0,259960,-11.1,139.2,2.6,3,1990,9,1.75,3.65,0,1,128.1,4.35
1673,1673,1,78,278420000.0,0,437470,48.0,126.2,3.3,4,1979,0,2.4,2.85,0,2,174.2,5.699999999999999
1674,1674,1,102,1150000000.0,0,12370000,-576.5,1.28,3.7,4,1935,5,3.55,4.05,0,2,-575.22,7.25
1675,1675,1,8,11910000000.0,0,4030000,-11.6,5.97,3.7,4,1935,5,3.55,4.05,1,2,-5.63,7.25
1676,1676,0,33,22000000000.0,0,25100,-33.0,42.4,3.2,1,1996,3,3.3,4.95,0,2,9.399999999999999,6.5
1677,1677,1,44,17020000000.0,0,593590,13.5,15.14,3.8,1,1947,3,3.95,4.5,1,2,28.64,7.75
1678,1678,1,115,2540000000.0,1,326500,9.2,2.95,3.4,1,1951,0,2.25,3.35,0,1,12.149999999999999,5.65
1679,1679,1,17,222470000.0,0,11320000,-88.9,-11.1,2.5,0,1996,4,0.0,5.0,0,1,-100.0,2.5
1680,1680,1,72,59490000.0,0,224310,-80.2,-43.93,2.9,5,1995,10,3.15,2.7,0,1,-124.13,6.05
1681,1681,1,121,3840000000.0,0,604250,25.4,511.58,4.5,2,2002,4,4.55,4.75,0,1,536.98,9.05
1682,1682,1,115,178280000.0,0,36000,-346.3,0.0,3.9,5,1996,2,2.95,3.1,0,2,-346.3,6.85
1683,1683,0,17,10070000000.0,1,663270,-53.6,511.58,4.1,2,2003,0,4.05,4.85,0,1,457.97999999999996,8.149999999999999
1684,1684,1,103,4300000000.0,0,479980,-201.5,15.5,3.9,5,1996,4,3.5,3.95,0,2,-186.0,7.4
1685,1685,1,69,16370000000.0,1,582020,-0.6,16.39,3.7,1,1961,7,3.85,4.5,1,1,15.790000000000001,7.550000000000001
1686,1686,1,41,8200000000.0,1,890070,-79.9,6.62,3.9,1,1966,3,3.8,4.65,0,2,-73.28,7.699999999999999
1687,1687,1,3,5420000000.0,1,7190000,-355.9,444.5,4.2,1,1999,7,4.25,4.4,0,1,88.60000000000002,8.45
1688,1688,1,91,1020000000.0,0,32160,-36.7,0.19,2.8,2,1922,10,2.1,2.85,0,1,-36.510000000000005,4.9
1689,1689,1,126,4230000000.0,1,172030,-16.1,19.64,3.8,4,1884,0,3.5,4.25,0,2,3.539999999999999,7.3
1690,1690,0,44,46140000000.0,1,4320000,-33.4,20.58,3.5,1,1885,3,3.3,3.5,1,2,-12.82,6.8
1691,1691,1,26,62540000.0,0,37440,-817.6,0.0,1.7,5,1969,9,0.0,5.0,0,1,-817.6,1.7
1692,1692,1,74,34620000.0,0,1920,54.9,0.0,3.0,6,1996,6,2.7,2.7,0,1,54.9,5.7
1693,1693,1,48,7140000000.0,1,1990000,40.2,123.6,4.1,2,1962,5,4.15,4.55,0,2,163.8,8.25
1694,1694,1,20,2570000000.0,0,728100,45.1,15.01,3.2,4,1960,5,3.15,3.7,0,2,60.11,6.35
1695,1695,0,121,496270000.0,1,2160000,-8.5,0.0,2.0,2,1996,4,0.0,5.0,0,1,-8.5,2.0
1696,1696,0,8,6330000000.0,0,1000000,-60.5,399.64,4.1,2,1996,4,3.85,3.5,0,2,339.14,7.949999999999999
1697,1697,0,19,15170000000.0,0,25970,8.5,35.71,3.9,2,1888,5,3.9,4.55,0,2,44.21,7.8
1698,1698,1,7,192760000.0,0,231150,-3.6,0.0,3.7,2,1959,10,3.35,4.5,0,2,-3.6,7.050000000000001
1699,1699,1,91,3280000000.0,0,103660,-80.6,83.92,3.6,2,1971,10,3.65,4.65,0,1,3.3200000000000074,7.25
1700,1700,1,61,12250000000.0,0,512600,9.7,13.46,3.9,4,1976,0,3.85,4.6,1,1,23.16,7.75
1701,1701,0,123,1640000000.0,1,1970000,-75.7,34.58,3.2,1,2006,3,2.45,4.55,0,2,-41.120000000000005,5.65
1702,1702,1,110,10060000000.0,1,316520,-28.6,7.73,3.9,1,1996,7,3.9,4.65,0,2,-20.87,7.8
1703,1703,0,71,2830000000.0,0,6770000,37.9,7.0,3.6,2,2012,4,3.5,4.45,0,2,44.9,7.1
1704,1704,1,22,117890000.0,0,69220,26.2,14.04,3.4,3,1997,4,5.0,5.0,0,2,40.239999999999995,8.4
1705,1705,1,17,388070000.0,0,399900,50.2,312.85,4.4,6,2013,11,4.65,4.75,0,1,363.05,9.05
1706,1706,1,26,8910000000.0,1,3750000,-22.4,10.66,3.9,4,1996,5,3.95,4.45,1,2,-11.739999999999998,7.85
1707,1707,1,127,597510000.0,0,481140,143.8,6.52,3.1,1,1943,5,2.45,2.2,0,1,150.32000000000002,5.550000000000001
1708,1708,1,128,59130000.0,1,6890000,144.4,0.0,3.1,6,1996,4,0.0,5.0,0,0,144.4,3.1
1709,1709,0,128,5040000000.0,1,279980,102.0,7.65,3.8,0,1996,4,0.0,5.0,0,1,109.65,3.8
1710,1710,1,72,1190000000.0,1,34350,7.0,5.0,3.9,2,1985,4,3.55,4.75,0,1,12.0,7.449999999999999
1711,1711,1,6,73710000.0,0,12770,25.4,319.2,4.0,6,1996,4,5.0,5.0,0,1,344.59999999999997,9.0
1712,1712,0,67,1320000000.0,0,432320,-87.5,245.3,3.2,5,2002,4,2.85,2.5,0,1,157.8,6.050000000000001
1713,1713,1,91,29300000.0,0,60130,-0.5,0.0,1.0,6,1996,9,0.0,5.0,0,1,-0.5,1.0
1714,1714,1,97,3070000000.0,0,417650,-145.4,5.78,3.9,4,1807,0,3.65,4.35,0,2,-139.62,7.55
1715,1715,1,34,4930000000.0,1,3370000,-238.1,97.58,3.7,1,1901,3,3.35,4.2,0,2,-140.51999999999998,7.050000000000001
1716,1716,1,91,21700000000.0,0,2730000,32.9,3.71,3.8,1,1906,3,3.7,4.35,1,2,36.61,7.5
1717,1717,1,126,1970000000.0,1,39720,5.0,10.95,3.0,2,1991,4,2.25,3.8,0,2,15.95,5.25
1718,1718,1,17,381780000.0,0,2460000,27.8,501.26,4.6,6,2009,4,5.0,5.0,0,1,529.06,9.6
1719,1719,1,5,1940000000.0,0,110790,-52.7,18.35,3.5,2,1987,0,3.0,4.75,0,1,-34.35,6.5
1720,1720,1,17,685050000.0,0,313640,40.3,399.64,5.0,0,1996,4,5.0,5.0,0,1,439.94,10.0
1721,1721,1,1,1430000000.0,0,119430,-226.3,12.68,3.2,4,1945,0,2.2,4.95,0,2,-213.62,5.4
1722,1722,1,127,2140000000.0,1,2090000,-123.5,4.19,3.3,1,2006,5,2.85,5.0,0,2,-119.31,6.15
1723,1723,0,13,20370000000.0,1,193890,-3.7,0.0,2.9,6,1996,3,2.15,3.3,0,2,-3.7,5.05
1724,1724,1,52,472640000.0,0,232490,4.4,81.33,3.5,2,1950,10,3.4,2.6,0,1,85.73,6.9
1725,1725,1,113,3870000000.0,0,1350000,9.8,13.75,3.7,2,1957,5,3.55,3.9,0,2,23.55,7.25
1726,1726,1,121,70220000.0,0,315530,677.48,285.63,5.0,0,2017,4,5.0,5.0,0,1,963.11,10.0
1727,1727,1,44,5180000000.0,0,1530000,-135.6,13.4,3.7,1,1901,7,3.6,4.4,0,2,-122.19999999999999,7.300000000000001
1728,1728,0,121,8120000000.0,0,1540000,-5.8,100.0,3.6,3,1996,4,1.85,5.0,0,1,94.2,5.45
1729,1729,1,17,702880000.0,0,2370000,-39.3,26.5,2.3,6,1996,6,1.75,5.0,0,1,-12.799999999999997,4.05
1730,1730,1,15,48530000000.0,0,5400000,7.9,9.17,3.6,1,2018,3,3.3,4.25,0,1,17.07,6.9
1731,1731,1,128,929910000.0,1,183360,-164.4,44.03,3.5,4,1946,7,3.3,3.7,0,1,-120.37,6.8
1732,1732,0,140,14850000000.0,1,159960,184.9,400.25,3.4,1,1996,3,2.4,2.25,0,2,585.15,5.8
1733,1733,1,52,34620000.0,1,2390,-396.9,0.0,3.2,5,1970,4,3.15,5.0,0,1,-396.9,6.35
1734,1734,1,56,104880000.0,1,1230000,-19.4,0.0,2.7,6,2019,4,2.15,5.0,0,1,-19.4,4.85
1735,1735,0,54,8260000000.0,1,12320000,71.2,444.5,4.3,4,1996,5,4.65,4.95,0,2,515.7,8.95
1736,1736,1,91,49000000000.0,0,5630000,-85.8,0.0,3.3,1,2015,3,2.6,3.55,1,1,-85.8,5.9
1737,1737,1,78,1250000000.0,0,135050,677.48,365.12,4.4,6,2006,2,4.9,5.0,0,1,1042.6,9.3
1738,1738,1,105,8760000000.0,0,4770000,181.3,-18.96,3.8,5,1966,0,4.3,5.0,1,2,162.34,8.1
1739,1739,1,38,432480000.0,0,1050000,-65.1,58.6,2.8,0,1996,8,2.6,5.0,0,1,-6.499999999999993,5.4
1740,1740,1,65,87290000.0,0,15360,116.4,665.1,5.0,6,1996,9,5.0,5.0,0,1,781.5,10.0
1741,1741,1,17,313280000.0,0,271730,27.4,7.3,3.5,0,1996,11,2.95,5.0,0,1,34.699999999999996,6.45
1742,1742,0,118,3300000000.0,0,848610,105.4,-18.25,3.9,2,1951,10,3.85,3.85,0,1,87.15,7.75
1743,1743,0,130,377280000.0,0,303460,-14.5,67.5,3.6,3,1999,4,2.8,4.3,0,0,53.0,6.4
1744,1744,1,85,95500000.0,0,201370,-136.5,14.4,3.4,2,1996,0,2.25,2.55,0,1,-122.1,5.65
1745,1745,1,59,43390000000.0,1,2570000,10.0,385.2,4.0,1,1872,3,4.2,4.7,1,2,395.2,8.2
1746,1746,0,38,256840000.0,1,63210,-55.3,-23.5,3.7,3,1996,4,3.45,5.0,0,1,-78.8,7.15
1747,1747,1,87,39700000000.0,0,15470000,-95.1,-23.49,3.7,1,1997,3,3.8,3.9,1,2,-118.58999999999999,7.5
1748,1748,1,17,362600000.0,0,1050000,75.8,334.8,4.0,0,1996,8,5.0,5.0,0,1,410.6,9.0
1749,1749,1,65,4470000000.0,1,253110,-22.9,501.26,4.2,4,1990,6,4.25,4.65,0,2,478.36,8.45
1750,1750,1,134,2790000000.0,1,606470,-105.4,95.49,3.6,4,1938,0,3.15,3.55,0,2,-9.91000000000001,6.75
1751,1751,1,9,18170000000.0,1,1120000,-15.1,10.56,3.7,1,1993,3,3.3,3.7,1,2,-4.539999999999999,7.0
1752,1752,1,26,1750000000.0,1,673060,677.48,372.6,4.0,4,1946,10,3.45,3.55,0,2,1050.08,7.45
1753,1753,1,122,5690000000.0,1,445440,98.1,444.5,4.8,5,2010,4,4.8,4.95,0,1,542.6,9.6
1754,1754,1,21,1280000000.0,1,1270000,-93.5,84.75,3.9,2,1938,0,3.75,4.35,0,2,-8.75,7.65
1755,1755,1,125,656140000.0,0,124550,41.2,7.93,3.4,2,2006,0,2.4,3.95,0,2,49.13,5.8
1756,1756,1,41,781110000.0,0,3660000,85.4,436.6,4.2,6,1984,2,3.85,5.0,0,1,522.0,8.05
1757,1757,1,84,1270000000.0,1,6440000,-630.9,325.6,3.5,0,1996,8,2.55,3.75,0,2,-305.29999999999995,6.05
1758,1758,1,31,189180000.0,1,2550000,-252.2,352.5,4.3,6,1996,2,3.85,5.0,0,1,100.30000000000001,8.15
1759,1759,1,17,812120000.0,0,1760000,15.4,373.3,4.0,3,1996,4,4.05,5.0,0,1,388.7,8.05
1760,1760,1,55,29400000000.0,0,8660000,60.6,1.65,3.2,1,1996,3,2.4,2.2,1,2,62.25,5.6
1761,1761,1,103,8200000000.0,1,1050000,50.2,40.2,3.4,3,1947,10,2.6,2.95,0,2,90.4,6.0
1762,1762,1,102,1230000000.0,1,485200,-39.3,123.6,4.3,4,1983,7,4.25,4.8,0,2,84.3,8.55
1763,1763,1,105,1810000000.0,0,521570,-100.0,0.0,2.6,6,1972,4,1.25,2.05,0,2,-100.0,3.85
1764,1764,0,70,98560000.0,0,112920,68.0,373.3,4.0,3,1996,4,4.0,5.0,0,1,441.3,8.0
1765,1765,1,80,185170000.0,0,305960,-300.1,75.0,3.1,6,1996,2,2.95,5.0,0,1,-225.10000000000002,6.050000000000001
1766,1766,0,126,5100000000.0,0,253580,-143.7,-26.54,4.3,3,2003,4,4.4,4.95,0,1,-170.23999999999998,8.7
1767,1767,1,13,963020000.0,0,312670,-18.0,14.5,2.9,5,1884,7,2.2,4.45,0,1,-3.5,5.1
1768,1768,1,125,1660000000.0,0,160650,-26.5,18.23,3.8,2,1989,0,4.4,5.0,0,2,-8.27,8.2
1769,1769,1,92,391600000.0,0,95770,-916.1,23.68,2.5,3,1996,4,0.0,5.0,0,1,-892.4200000000001,2.5
1770,1770,1,17,3740000000.0,1,150380,60.2,40.2,3.1,0,1996,4,2.55,5.0,0,1,100.4,5.65
1771,1771,1,115,284880000.0,0,41700,-15.4,89.2,3.6,2,1996,4,3.0,4.0,0,1,73.8,6.6
1772,1772,1,127,65040000.0,0,22890,73.4,126.5,3.8,6,2008,4,3.6,3.7,0,1,199.9,7.4
1773,1773,1,34,7740000000.0,1,3490000,-124.2,15.36,3.6,1,1962,3,3.15,3.85,0,2,-108.84,6.75
1774,1774,1,107,25590000000.0,1,1640000,21.1,16.99,3.9,4,1996,5,3.7,4.55,1,2,38.09,7.6
1775,1775,0,130,7510000000.0,0,784890,6.8,-22.56,3.3,1,1996,3,3.4,2.5,0,2,-15.759999999999998,6.699999999999999
1776,1776,1,6,3140000000.0,0,503010,-36.8,12.85,3.8,1,2019,4,4.15,4.7,0,2,-23.949999999999996,7.95
1777,1777,1,27,72680000.0,1,34310,159.3,0.0,3.7,4,1996,4,3.45,4.65,0,1,159.3,7.15
1778,1778,1,1,3260000000.0,1,1070000,585.7,47.28,3.4,2,1995,10,3.0,4.2,0,1,632.98,6.4
1779,1779,1,17,1400000000.0,0,662300,677.48,-26.54,4.8,0,1996,11,5.0,5.0,0,1,650.94,9.8
1780,1780,1,26,223870000.0,0,97750,677.48,380.1,4.0,5,1982,4,4.45,4.55,0,1,1057.58,8.45
1781,1781,1,110,2750000000.0,0,406290,-58.1,83.3,3.5,2,1977,4,2.9,3.3,0,2,25.199999999999996,6.4
1782,1782,0,9,147520000.0,1,1350000,90.9,0.0,3.0,3,2008,4,0.0,5.0,0,1,90.9,3.0
1783,1783,1,17,265440000.0,0,276800,48.4,352.5,5.0,0,1996,4,5.0,5.0,0,1,400.9,10.0
1784,1784,1,65,13870000000.0,0,863370,-208.1,0.0,3.2,3,1946,3,2.45,3.9,1,2,-208.1,5.65
1785,1785,1,9,9290000000.0,0,396270,68.2,10.93,3.7,1,1946,3,3.3,3.7,0,2,79.13,7.0
1786,1786,1,102,1490000000.0,0,791540,-111.1,96.63,3.4,5,2012,4,3.2,4.55,0,2,-14.469999999999999,6.6
1787,1787,0,39,80150000.0,0,953140,31.4,444.5,4.0,2,1996,4,3.55,5.0,0,2,475.9,7.55
1788,1788,1,91,5220000000.0,1,91760,677.48,290.3,4.0,2,1961,0,5.0,5.0,0,1,967.78,9.0
1789,1789,1,13,132650000.0,0,13530,86.0,0.0,3.5,3,2001,6,2.3,4.2,0,1,86.0,5.8
1790,1790,1,119,1280000000.0,0,238560,-57.2,77.4,3.1,5,2000,9,2.35,3.0,0,1,20.200000000000003,5.45
1791,1791,1,39,2920000000.0,0,821270,-122.5,169.7,3.1,1,1998,5,2.25,3.35,0,1,47.19999999999999,5.35
1792,1792,1,60,4970000000.0,1,9950,110.3,21.98,3.2,2,1952,4,2.1,2.5,0,1,132.28,5.300000000000001
1793,1793,0,22,4850000000.0,0,671160,44.9,8.73,3.9,2,1848,5,3.85,4.5,0,2,53.629999999999995,7.75
1794,1794,1,121,7970000000.0,0,5850000,-723.9,15.4,3.8,3,2012,4,3.65,4.25,0,1,-708.5,7.449999999999999
1795,1795,1,9,236880000.0,0,154740,-538.3,-21.63,2.3,5,2004,4,1.45,2.0,0,1,-559.93,3.75
1796,1796,1,7,16990000000.0,1,4060000,326.5,-2.15,3.9,1,1963,3,3.9,3.7,1,2,324.35,7.8
1797,1797,1,13,864380000.0,1,154100,-18.7,-5.51,3.3,5,1996,4,3.45,5.0,0,1,-24.21,6.75
1798,1798,1,13,601170000.0,1,42670,-13.6,9.55,3.1,3,1983,4,2.45,5.0,0,1,-4.049999999999999,5.550000000000001
1799,1799,1,85,2550000000.0,0,1410000,-357.0,444.5,4.1,2,1996,4,3.95,5.0,0,2,87.5,8.05
1800,1800,0,45,15310000000.0,1,1030000,-25.1,-2.44,3.7,1,2005,3,3.35,3.6,0,1,-27.540000000000003,7.050000000000001
1801,1801,0,45,10150000000.0,0,2040000,160.7,23.8,3.7,1,2005,3,3.35,3.6,0,1,184.5,7.050000000000001
1802,1802,1,33,1760000000.0,1,2640000,-583.1,113.9,3.7,2,2006,4,3.25,3.8,0,2,-469.20000000000005,6.95
1803,1803,1,38,189870000.0,1,990830,-88.0,29.63,2.4,2,1942,4,1.1,0.85,0,2,-58.370000000000005,3.5
1804,1804,1,111,3180000000.0,0,195450,-7.4,6.03,2.0,5,1938,4,0.0,5.0,0,2,-1.37,2.0
1805,1805,1,13,210760000.0,0,43400,7.5,7.83,3.1,3,1998,9,1.7,2.5,0,1,15.33,4.8
1806,1806,1,52,339050000.0,0,55590,93.3,18.99,3.0,2,1945,10,2.55,5.0,0,1,112.28999999999999,5.55
1807,1807,1,126,590900000.0,0,90570,-3.9,21.89,2.8,2,1879,10,1.2,2.4,0,2,17.990000000000002,4.0
1808,1808,1,61,14600000000.0,1,723320,-5.2,9.35,3.9,1,1969,3,3.85,4.5,1,2,4.1499999999999995,7.75
1809,1809,1,127,1010000000.0,0,230480,-44.4,26.8,3.8,4,1963,0,3.45,4.7,0,1,-17.599999999999998,7.25
1810,1810,1,70,305890000.0,0,1330000,68.6,373.3,4.4,3,2006,4,4.3,4.3,0,2,441.9,8.7
1811,1811,1,134,7340000000.0,1,200050,-26.9,13.04,3.2,1,1895,5,2.65,3.6,0,1,-13.86,5.85
1812,1812,0,119,71790000.0,1,7770000,-86.1,0.0,1.0,6,1996,6,0.0,0.0,0,1,-86.1,1.0
1813,1813,1,97,160030000.0,0,41380,-121.9,0.0,2.4,2,1890,10,1.05,0.7,0,1,-121.9,3.45
1814,1814,1,52,6450000000.0,0,814940,-26.1,11.72,3.6,1,1883,5,3.65,4.0,1,2,-14.38,7.25
1815,1815,1,113,430200000.0,1,43210,32.8,11.99,3.7,5,2005,4,3.8,3.5,0,1,44.79,7.5
1816,1816,1,17,5300000000.0,1,451240,-122.0,40.2,3.4,3,1996,4,2.8,5.0,0,1,-81.8,6.199999999999999
1817,1817,1,113,29520000000.0,1,2310000,36.8,-0.41,3.7,4,1954,7,3.45,4.05,1,2,36.39,7.15
1818,1818,1,58,4820000000.0,1,1980000,76.2,8.58,3.2,5,1996,4,3.25,5.0,0,1,84.78,6.45
1819,1819,1,137,359760000.0,0,95590,-122.6,82.03,2.6,3,1996,4,1.2,5.0,0,0,-40.56999999999999,3.8
1820,1820,1,6,9610000000.0,0,1650000,-133.1,352.5,4.1,1,1853,5,3.9,4.6,0,2,219.4,8.0
1821,1821,1,13,204330000.0,1,27040,23.3,-27.85,3.6,3,2007,4,3.9,5.0,0,1,-4.550000000000001,7.5
1822,1822,0,91,34290000.0,1,933110,10.3,399.64,4.1,1,1968,3,4.25,4.8,0,1,409.94,8.35
1823,1823,0,64,126000000000.0,0,621590,-13.8,16.78,2.7,1,1996,3,1.45,3.8,0,2,2.9800000000000004,4.15
1824,1824,1,95,362150000.0,0,1540000,-73.0,60.0,1.0,6,1996,4,0.0,5.0,0,1,-13.0,1.0
1825,1825,1,77,9540000000.0,0,4870000,-771.7,0.0,2.8,2,2017,4,1.65,1.7,0,1,-771.7,4.449999999999999
1826,1826,1,41,5850000000.0,0,82130,-5.7,6.58,3.9,1,1927,0,3.75,4.6,0,1,0.8799999999999999,7.65
1827,1827,1,59,102930000.0,1,90560,59.5,11.11,3.5,3,2009,4,1.65,2.2,0,1,70.61,5.15
1828,1828,1,45,4050000000.0,0,937180,90.1,115.0,3.5,2,1997,5,2.95,4.05,0,2,205.1,6.45
1829,1829,1,45,2390000000.0,0,732970,-544.4,122.4,3.5,2,1997,5,2.95,4.05,0,2,-422.0,6.45
1830,1830,1,113,3770000000.0,0,293310,81.7,650.87,4.3,5,2003,0,4.35,4.85,0,1,732.57,8.649999999999999
1831,1831,1,41,59080000.0,1,22780,-73.7,436.6,4.3,6,1928,2,5.0,5.0,0,0,362.90000000000003,9.3
1832,1832,1,17,2060000000.0,0,156340,-100.6,60.2,3.0,0,1996,4,5.0,5.0,0,1,-40.39999999999999,8.0
1833,1833,1,35,25660000000.0,0,651440,90.0,-29.06,3.3,1,1995,2,2.8,3.55,1,2,60.94,6.1
1834,1834,1,77,6220000000.0,0,158760,11.5,8.05,3.5,1,1994,10,3.2,4.0,0,1,19.55,6.7
1835,1835,0,121,1310000000.0,0,22610,133.3,166.7,3.8,3,2003,9,3.45,5.0,0,2,300.0,7.25
1836,1836,0,96,162050000.0,1,108070,58.7,484.2,3.6,6,1996,4,0.0,5.0,0,1,542.9,3.6
1837,1837,1,26,6110000000.0,0,1460000,425.7,436.6,4.1,2,2015,0,4.25,4.75,0,1,862.3,8.35
1838,1838,0,78,3990000000.0,1,325220,-119.7,33.17,3.6,2,2015,0,3.0,3.1,0,1,-86.53,6.6
1839,1839,1,17,120920000.0,0,239230,-66.4,-44.0,2.9,6,1996,11,2.15,2.8,0,1,-110.4,5.05
1840,1840,1,11,14000000000.0,0,1780000,20.4,6.8,3.4,1,1998,7,2.8,2.9,1,1,27.2,6.199999999999999
1841,1841,1,122,414900000.0,1,2200000,-14.9,140.0,3.3,5,2001,4,3.25,5.0,0,1,125.1,6.55
1842,1842,1,37,218000000000.0,1,3400000,36.9,436.6,4.1,1,1876,3,4.1,4.4,1,2,473.5,8.2
1843,1843,1,80,1240000000.0,0,116380,-17.4,10.69,2.6,3,1983,9,1.55,1.2,0,1,-6.709999999999999,4.15
1844,1844,1,44,92780000.0,0,84250,410.8,60.48,3.4,5,1977,6,0.0,5.0,0,1,471.28000000000003,3.4
1845,1845,0,17,126140000.0,1,1030000,65.8,-17.5,3.0,3,1996,2,2.35,5.0,0,1,48.3,5.35
1846,1846,1,47,327070000.0,0,53950,-192.3,345.8,3.1,3,1996,4,2.55,5.0,0,1,153.5,5.65
1847,1847,1,80,1740000000.0,1,1100000,238.2,23.02,3.9,2,1995,4,4.1,4.85,0,1,261.21999999999997,8.0
1848,1848,1,9,150240000.0,0,74730,-102.2,0.0,1.1,0,1996,4,0.0,5.0,0,1,-102.2,1.1
1849,1849,1,1,105000000000.0,0,1410000,11.6,373.3,4.1,1,1995,3,4.3,4.6,1,2,384.90000000000003,8.399999999999999
1850,1850,1,64,11190000000.0,0,1290000,-44.7,17.42,3.6,1,1905,3,3.2,4.15,1,2,-27.28,6.800000000000001
1851,1851,1,91,336990000.0,1,141470,26.9,399.64,5.0,5,1986,10,5.0,5.0,0,1,426.53999999999996,10.0
1852,1852,1,87,20950000000.0,1,1210000,-113.4,36.99,3.7,5,1996,0,3.55,2.75,0,0,-76.41,7.25
1853,1853,1,46,1660000000.0,0,53440,-10.4,25.58,2.7,2,1955,10,2.5,3.05,0,2,15.179999999999998,5.2
1854,1854,1,78,89980000.0,1,32110,41.1,48.0,3.7,2,1996,4,1.7,5.0,0,1,89.1,5.4
1855,1855,1,140,14080000000.0,0,1490000,5.9,6.74,3.0,2,1917,5,2.45,2.55,1,1,12.64,5.45
1856,1856,1,35,1670000000.0,0,767730,-131.5,133.68,2.6,5,2008,4,1.6,1.65,0,1,2.180000000000007,4.2
